ACCESSIONNUMBER	FILE_NUM	FILING_DATE	SIC_CODE	SCHEMAVERSION	SUBMISSIONTYPE	TESTORLIVE	OVER100PERSONSFLAG	OVER100ISSUERFLAG
0002074476-25-000001	021-550389               	30-JUN-2025		X0708	D	LIVE		
0002075199-25-000001	021-550388               	30-JUN-2025		X0708	D	LIVE		
0001999371-25-008565	021-550387               	30-JUN-2025	6798	X0708	D	LIVE		
0002075352-25-000001	021-550386               	30-JUN-2025		X0708	D	LIVE		
0002068759-25-000001	021-550385               	30-JUN-2025		X0708	D	LIVE		
0001988439-25-000002	021-550384               	30-JUN-2025		X0708	D	LIVE		
0002062763-25-000004	021-441632               	30-JUN-2025		X0708	D/A	LIVE		
0002075165-25-000001	021-550383               	30-JUN-2025		X0708	D	LIVE		
0002068768-25-000001	021-550382               	30-JUN-2025		X0708	D	LIVE		
0002062763-25-000003	021-441632               	30-JUN-2025		X0708	D/A	LIVE		
0001797297-25-000001	021-550381               	30-JUN-2025		X0708	D	LIVE		
0001428529-25-000002	021-550380               	30-JUN-2025	7370	X0708	D	LIVE		
0002027015-25-000002	021-517371               	30-JUN-2025		X0708	D/A	LIVE		
0002075073-25-000001	021-550379               	30-JUN-2025		X0708	D	LIVE		
0002075188-25-000001	021-550378               	30-JUN-2025		X0708	D	LIVE		
0002074445-25-000001	021-550377               	30-JUN-2025		X0708	D	LIVE		
0000950142-25-001727	021-433582               	30-JUN-2025		X0708	D/A	LIVE		
0001980221-25-000002	021-483634               	30-JUN-2025		X0708	D/A	LIVE		
0001983715-25-000001	021-485624               	30-JUN-2025		X0708	D/A	LIVE		
0002069699-25-000022	021-221684               	30-JUN-2025		X0708	D/A	LIVE		
0001935542-25-000002	021-450543               	30-JUN-2025		X0708	D/A	LIVE		
0001704211-25-000003	021-432024               	30-JUN-2025		X0708	D/A	LIVE		
0000950142-25-001726	021-550376               	30-JUN-2025		X0708	D	LIVE		
0001954925-25-000007	021-492337               	30-JUN-2025		X0708	D/A	LIVE		
0000950142-25-001725	021-550375               	30-JUN-2025		X0708	D	LIVE		
0002075116-25-000001	021-550374               	30-JUN-2025		X0708	D	LIVE		
0002075019-25-000001	021-550373               	30-JUN-2025		X0708	D	LIVE		
0002000091-25-000002	021-550372               	30-JUN-2025		X0708	D	LIVE		
0002017889-25-000002	021-550371               	30-JUN-2025		X0708	D	LIVE		
0001070480-25-000004	021-95234                	30-JUN-2025		X0708	D/A	LIVE		
0001935541-25-000002	021-450517               	30-JUN-2025		X0708	D/A	LIVE		
0001704211-25-000002	021-369236               	30-JUN-2025		X0708	D/A	LIVE		
0002075171-25-000001	021-550370               	30-JUN-2025		X0708	D	LIVE		
0001745397-25-000012	021-517396               	30-JUN-2025		X0708	D/A	LIVE		
0002028510-25-000001	021-517229               	30-JUN-2025		X0708	D/A	LIVE		
0002075216-25-000001	021-550369               	30-JUN-2025		X0708	D	LIVE		
0001070480-25-000003	021-79713                	30-JUN-2025		X0708	D/A	LIVE		
0002037468-25-000004	021-524263               	30-JUN-2025		X0708	D/A	LIVE		
0002074841-25-000001	021-550368               	30-JUN-2025		X0708	D	LIVE		
0001070480-25-000002	021-89903-7A             	30-JUN-2025		X0708	D/A	LIVE		
0000905148-25-002276	021-357156               	30-JUN-2025		X0708	D/A	LIVE		
0001704211-25-000001	021-285313               	30-JUN-2025		X0708	D/A	LIVE		
0002074897-25-000001	021-550367               	30-JUN-2025		X0708	D	LIVE		
0002074099-25-000002	021-550366               	30-JUN-2025		X0708	D	LIVE		
0001745397-25-000011	021-517375               	30-JUN-2025		X0708	D/A	LIVE		
0002062763-25-000002	021-541787               	30-JUN-2025		X0708	D/A	LIVE		
0002075013-25-000001	021-550365               	30-JUN-2025		X0708	D	LIVE		
0002032020-25-000001	021-550364               	30-JUN-2025	6282	X0708	D	LIVE		
0000905148-25-002275	021-380690               	30-JUN-2025		X0708	D/A	LIVE		
0002074468-25-000001	021-550363               	30-JUN-2025		X0708	D	LIVE		
0001213900-25-059609	021-550362               	30-JUN-2025		X0708	D	LIVE		
0001842180-25-000002	021-388276               	30-JUN-2025		X0708	D/A	LIVE		
0002043929-25-000008	021-528879               	30-JUN-2025		X0708	D/A	LIVE		
0001231919-25-000093	021-550361               	30-JUN-2025		X0708	D	LIVE		
0001062993-25-012246	021-550360               	30-JUN-2025		X0708	D	LIVE		
0001745397-25-000010	021-517367               	30-JUN-2025		X0708	D/A	LIVE		
0002074219-25-000001	021-550359               	30-JUN-2025		X0708	D	LIVE		
0001012975-25-000333	021-550358               	30-JUN-2025		X0708	D	LIVE		
0002027387-25-000002	021-545119               	30-JUN-2025		X0708	D/A	LIVE		
0002063504-25-000005	021-550357               	30-JUN-2025		X0708	D	LIVE		
0000905148-25-002274	021-405756               	30-JUN-2025		X0708	D/A	LIVE		
0002074823-25-000001	021-550356               	30-JUN-2025		X0708	D	LIVE		
0002074735-25-000001	021-550355               	30-JUN-2025		X0708	D	LIVE		
0001715905-25-000002	021-322991               	30-JUN-2025		X0708	D/A	LIVE		
0002073834-25-000001	021-550354               	30-JUN-2025		X0708	D	LIVE		
0001012975-25-000332	021-550353               	30-JUN-2025		X0708	D	LIVE		
0002061689-25-000001	021-550352               	30-JUN-2025		X0708	D	LIVE		
0001745397-25-000009	021-517349               	30-JUN-2025		X0708	D/A	LIVE		
0000905148-25-002273	021-405741               	30-JUN-2025		X0708	D/A	LIVE		
0001012975-25-000331	021-425184               	30-JUN-2025		X0708	D/A	LIVE		
0001745397-25-000008	021-517343               	30-JUN-2025		X0708	D/A	LIVE		
0001786865-25-000002	021-550351               	30-JUN-2025		X0708	D	LIVE		
0001012975-25-000330	021-550350               	30-JUN-2025		X0708	D	LIVE		
0001940870-25-000002	021-454703               	30-JUN-2025		X0708	D/A	LIVE		
0001745397-25-000007	021-517317               	30-JUN-2025		X0708	D/A	LIVE		
0000950142-25-001722	021-550349               	30-JUN-2025		X0708	D	LIVE		
0002075164-25-000001	021-550348               	30-JUN-2025		X0708	D	LIVE		
0001013594-25-000792	021-451959               	30-JUN-2025		X0708	D/A	LIVE		
0002043929-25-000007	021-550255               	30-JUN-2025		X0708	D/A	LIVE		
0000943663-25-000174	021-510244               	30-JUN-2025		X0708	D/A	LIVE		
0001966570-25-000004	021-549950               	30-JUN-2025		X0708	D/A	LIVE		
0000950142-25-001721	021-550347               	30-JUN-2025		X0708	D	LIVE		
0001013594-25-000791	021-112401               	30-JUN-2025		X0708	D/A	LIVE		
0001013594-25-000790	021-119863               	30-JUN-2025		X0708	D/A	LIVE		
0001013594-25-000789	021-54229                	30-JUN-2025		X0708	D/A	LIVE		
0001745397-25-000006	021-517311               	30-JUN-2025		X0708	D/A	LIVE		
0001013594-25-000788	021-168613               	30-JUN-2025		X0708	D/A	LIVE		
0001013594-25-000787	021-93389-7N             	30-JUN-2025		X0708	D/A	LIVE		
0002074724-25-000001	021-550346               	30-JUN-2025		X0708	D	LIVE		
0002068403-25-000003	021-546399               	30-JUN-2025		X0708	D/A	LIVE		
0002075184-25-000001	021-550345               	30-JUN-2025		X0708	D	LIVE		
0001745397-25-000005	021-517308               	30-JUN-2025		X0708	D/A	LIVE		
0001983461-25-000001	021-487344               	30-JUN-2025		X0708	D/A	LIVE		
0001745397-25-000004	021-517303               	30-JUN-2025		X0708	D/A	LIVE		
0001012975-25-000329	021-550344               	30-JUN-2025		X0708	D	LIVE		
0001012975-25-000328	021-550343               	30-JUN-2025		X0708	D	LIVE		
0002074721-25-000001	021-550342               	30-JUN-2025		X0708	D	LIVE		
0002075111-25-000001	021-550341               	30-JUN-2025		X0708	D	LIVE		
0000919574-25-003845	021-493359               	30-JUN-2025		X0708	D/A	LIVE		
0002074100-25-000001	021-550340               	30-JUN-2025		X0708	D	LIVE		
0002068662-25-000001	021-550339               	30-JUN-2025		X0708	D	LIVE		
0002075105-25-000001	021-550338               	30-JUN-2025		X0708	D	LIVE		
0002074985-25-000001	021-550337               	30-JUN-2025		X0708	D	LIVE		
0002030390-25-000001	021-518969               	30-JUN-2025		X0708	D/A	LIVE		
0002075281-25-000001	021-550336               	30-JUN-2025		X0708	D	LIVE		
0001435074-25-000002	021-118150               	30-JUN-2025		X0708	D/A	LIVE		
0001910908-25-000002	021-550335               	30-JUN-2025		X0708	D	LIVE		
0001659412-25-000005	021-550334               	30-JUN-2025		X0708	D	LIVE		
0002074986-25-000001	021-550333               	30-JUN-2025		X0708	D	LIVE		
0002060755-25-000023	021-550332               	30-JUN-2025		X0708	D	LIVE		
0001531360-25-000002	021-166754               	30-JUN-2025		X0708	D/A	LIVE		
0002075138-25-000001	021-550331               	30-JUN-2025		X0708	D	LIVE		
0001745397-25-000003	021-512241               	30-JUN-2025		X0708	D/A	LIVE		
0002074987-25-000001	021-550330               	30-JUN-2025		X0708	D	LIVE		
0002004245-25-000003	021-500803               	30-JUN-2025		X0708	D/A	LIVE		
0001843087-25-000002	021-497694               	30-JUN-2025		X0708	D/A	LIVE		
0001787352-25-000002	021-550329               	30-JUN-2025		X0708	D	LIVE		
0000891839-25-000010	021-337292               	30-JUN-2025		X0708	D/A	LIVE		
0002075243-25-000002	021-550328               	30-JUN-2025		X0708	D	LIVE		
0001745397-25-000002	021-317476               	30-JUN-2025		X0708	D/A	LIVE		
0002074083-25-000002	021-549849               	30-JUN-2025		X0708	D/A	LIVE		
0002074991-25-000001	021-550327               	30-JUN-2025		X0708	D	LIVE		
0001966646-25-000002	021-474335               	30-JUN-2025		X0708	D/A	LIVE		
0000905148-25-002272	021-162067               	30-JUN-2025		X0708	D/A	LIVE		
0002026005-25-000007	021-515290               	30-JUN-2025		X0708	D/A	LIVE		
0002063402-25-000002	021-547217               	30-JUN-2025		X0708	D/A	LIVE		
0001815410-25-000001	021-369599               	30-JUN-2025		X0708	D/A	LIVE		
0002075243-25-000001	021-550326               	30-JUN-2025		X0708	D	LIVE		
0000905148-25-002271	021-162064               	30-JUN-2025		X0708	D/A	LIVE		
0002026950-25-000003	021-550325               	30-JUN-2025		X0708	D	LIVE		
0002074901-25-000001	021-550324               	30-JUN-2025		X0708	D	LIVE		
0002075197-25-000001	021-550323               	30-JUN-2025		X0708	D	LIVE		
0002074814-25-000001	021-550322               	30-JUN-2025		X0708	D	LIVE		
0000905148-25-002270	021-265002               	30-JUN-2025		X0708	D/A	LIVE		
0001952805-25-000002	021-535232               	30-JUN-2025		X0708	D/A	LIVE		
0000919574-25-003843	021-550321               	30-JUN-2025		X0708	D	LIVE		
0000919574-25-003841	021-550320               	30-JUN-2025		X0708	D	LIVE		
0002074130-25-000001	021-550319               	30-JUN-2025		X0708	D	LIVE		
0002067132-25-000003	021-545536               	30-JUN-2025		X0708	D/A	LIVE		
0002074136-25-000001	021-550318               	30-JUN-2025		X0708	D	LIVE		
0001683168-25-004817	021-550317               	30-JUN-2025		X0708	D	LIVE		
0002071244-25-000001	021-550316               	30-JUN-2025		X0708	D	LIVE		
0002070730-25-000001	021-550315               	30-JUN-2025		X0708	D	LIVE		
0001609415-25-000002	021-218529               	30-JUN-2025		X0708	D/A	LIVE		
0001873404-25-000002	021-550314               	30-JUN-2025		X0708	D	LIVE		
0002075205-25-000001	021-550313               	30-JUN-2025		X0708	D	LIVE		
0002074867-25-000001	021-550312               	30-JUN-2025		X0708	D	LIVE		
0002059187-25-000003	021-540441               	30-JUN-2025		X0708	D/A	LIVE		
0002075030-25-000001	021-550311               	30-JUN-2025		X0708	D	LIVE		
0001977037-25-000011	021-517154               	30-JUN-2025		X0708	D/A	LIVE		
0001977037-25-000010	021-517150               	30-JUN-2025		X0708	D/A	LIVE		
0002072551-25-000002	021-550310               	30-JUN-2025		X0708	D	LIVE		
0002074458-25-000001	021-550309               	30-JUN-2025		X0708	D	LIVE		
0002070076-25-000001	021-550308               	30-JUN-2025		X0708	D	LIVE		
0002072551-25-000001	021-550307               	30-JUN-2025		X0708	D	LIVE		
0000919574-25-003837	021-550306               	30-JUN-2025		X0708	D	LIVE		
0000919574-25-003836	021-550305               	30-JUN-2025		X0708	D	LIVE		
0001013594-25-000786	021-404544               	30-JUN-2025		X0708	D/A	LIVE		
0000919574-25-003833	021-550304               	30-JUN-2025		X0708	D	LIVE		
0000919574-25-003832	021-550303               	30-JUN-2025		X0708	D	LIVE		
0000919574-25-003829	021-550302               	30-JUN-2025		X0708	D	LIVE		
0000919574-25-003828	021-550301               	30-JUN-2025		X0708	D	LIVE		
0001231919-25-000092	021-550300               	30-JUN-2025		X0708	D	LIVE		
0000919574-25-003826	021-550299               	30-JUN-2025		X0708	D	LIVE		
0000777917-25-000097	021-369786               	30-JUN-2025	6311	X0708	D/A	LIVE		
0002024425-25-000002	021-522136               	30-JUN-2025		X0708	D/A	LIVE		
0000919574-25-003823	021-550298               	30-JUN-2025		X0708	D	LIVE		
0000919574-25-003822	021-550297               	30-JUN-2025		X0708	D	LIVE		
0002074685-25-000001	021-550296               	30-JUN-2025		X0708	D	LIVE		
0002075266-25-000001	021-550295               	30-JUN-2025		X0708	D	LIVE		
0000919574-25-003819	021-550294               	30-JUN-2025		X0708	D	LIVE		
0000919574-25-003818	021-550293               	30-JUN-2025		X0708	D	LIVE		
0000919574-25-003816	021-550292               	30-JUN-2025		X0708	D	LIVE		
0000919574-25-003813	021-550291               	30-JUN-2025		X0708	D	LIVE		
0000919574-25-003811	021-550290               	30-JUN-2025		X0708	D	LIVE		
0002075225-25-000001	021-550289               	30-JUN-2025		X0708	D	LIVE		
0000919574-25-003809	021-550288               	30-JUN-2025		X0708	D	LIVE		
0001013594-25-000785	021-404545               	30-JUN-2025		X0708	D/A	LIVE		
0002069699-25-000021	021-352089               	30-JUN-2025		X0708	D/A	LIVE		
0000919574-25-003807	021-550287               	30-JUN-2025		X0708	D	LIVE		
0000919574-25-003805	021-550286               	30-JUN-2025		X0708	D	LIVE		
0000919574-25-003803	021-550285               	30-JUN-2025		X0708	D	LIVE		
0001980396-25-000002	021-483895               	30-JUN-2025		X0708	D/A	LIVE		
0002074583-25-000001	021-550284               	30-JUN-2025		X0708	D	LIVE		
0002075190-25-000001	021-550283               	30-JUN-2025		X0708	D	LIVE		
0002023558-25-000001	021-516113               	30-JUN-2025		X0708	D/A	LIVE		
0002061927-25-000001	021-550282               	30-JUN-2025		X0708	D	LIVE		
0002069465-25-000001	021-550281               	30-JUN-2025		X0708	D	LIVE		
0001626649-25-000003	021-550280               	30-JUN-2025		X0708	D	LIVE		
0002062149-25-000001	021-550279               	30-JUN-2025		X0708	D	LIVE		
0002074745-25-000001	021-550278               	30-JUN-2025		X0708	D	LIVE		
0002059648-25-000002	021-550277               	30-JUN-2025		X0708	D	LIVE		
0002069397-25-000001	021-550276               	30-JUN-2025		X0708	D	LIVE		
0002075112-25-000001	021-550275               	30-JUN-2025		X0708	D	LIVE		
0002074615-25-000001	021-550274               	30-JUN-2025		X0708	D	LIVE		
0002074668-25-000002	021-550258               	30-JUN-2025		X0708	D/A	LIVE		
0002074631-25-000002	021-550257               	30-JUN-2025		X0708	D/A	LIVE		
0002074080-25-000001	021-550273               	30-JUN-2025		X0708	D	LIVE		
0002074671-25-000002	021-550259               	30-JUN-2025		X0708	D/A	LIVE		
0001681785-25-000003	021-268542               	30-JUN-2025		X0708	D/A	LIVE		
0002074620-25-000001	021-550272               	30-JUN-2025		X0708	D	LIVE		
0001981522-25-000004	021-485138               	30-JUN-2025		X0708	D/A	LIVE		
0002075129-25-000001	021-550271               	30-JUN-2025		X0708	D	LIVE		
0002074650-25-000001	021-550270               	30-JUN-2025		X0708	D	LIVE		
0002063407-25-000012	021-550269               	30-JUN-2025		X0708	D	LIVE		
0002058891-25-000001	021-550268               	30-JUN-2025		X0708	D	LIVE		
0002063407-25-000011	021-68309                	30-JUN-2025		X0708	D/A	LIVE		
0002063407-25-000010	021-153437               	30-JUN-2025		X0708	D/A	LIVE		
0002070767-25-000001	021-550267               	30-JUN-2025		X0708	D	LIVE		
0000902664-25-002836	021-404627               	30-JUN-2025		X0708	D/A	LIVE		
0000902664-25-002835	021-162202               	30-JUN-2025		X0708	D/A	LIVE		
0000902664-25-002834	021-162210               	30-JUN-2025		X0708	D/A	LIVE		
0001062993-25-012219	021-550266               	30-JUN-2025		X0708	D	LIVE		
0001012975-25-000327	021-550265               	30-JUN-2025		X0708	D	LIVE		
0001641172-25-017026	021-517251               	30-JUN-2025		X0708	D/A	LIVE		
0001641172-25-017025	021-413308               	30-JUN-2025		X0708	D/A	LIVE		
0001641172-25-017020	021-517250               	30-JUN-2025		X0708	D/A	LIVE		
0001641172-25-017019	021-413309               	30-JUN-2025		X0708	D/A	LIVE		
0001978847-25-000003	021-550256               	30-JUN-2025		X0708	D	LIVE		
0001818136-25-000002	021-371785               	30-JUN-2025		X0708	D/A	LIVE		
0001737537-25-000003	021-550252               	30-JUN-2025		X0708	D	LIVE		
0001849757-25-000001	021-550254               	30-JUN-2025		X0708	D	LIVE		
0002074631-25-000001	021-550257               	30-JUN-2025		X0708	D	LIVE		
0002075084-25-000001	021-550264               	30-JUN-2025		X0708	D	LIVE		
0002028385-25-000002	021-550253               	30-JUN-2025		X0708	D	LIVE		
0001012975-25-000326	021-550263               	30-JUN-2025		X0708	D	LIVE		
0002048798-25-000003	021-543721               	30-JUN-2025		X0708	D/A	LIVE		
0002074671-25-000001	021-550259               	30-JUN-2025		X0708	D	LIVE		
0002074106-25-000001	021-550261               	30-JUN-2025		X0708	D	LIVE		
0002043929-25-000006	021-550255               	30-JUN-2025		X0708	D	LIVE		
0001880351-25-000002	021-550260               	30-JUN-2025		X0708	D	LIVE		
0002074668-25-000001	021-550258               	30-JUN-2025		X0708	D	LIVE		
0002072547-25-000001	021-550262               	30-JUN-2025		X0708	D	LIVE		
0000893750-25-000011	021-550251               	27-JUN-2025		X0708	D	LIVE		
0001641172-25-016965	021-550250               	27-JUN-2025		X0708	D	LIVE		
0001724977-25-000005	021-550249               	27-JUN-2025		X0708	D	LIVE		
0001012975-25-000325	021-550248               	27-JUN-2025		X0708	D	LIVE		
0001012975-25-000324	021-550247               	27-JUN-2025		X0708	D	LIVE		
0002028126-25-000002	021-517201               	27-JUN-2025		X0708	D/A	LIVE		
0002073696-25-000024	021-528783               	27-JUN-2025		X0708	D/A	LIVE		
0001941040-25-000329	021-550246               	27-JUN-2025		X0708	D	LIVE		
0002071940-25-000002	021-550245               	27-JUN-2025		X0708	D	LIVE		
0002073696-25-000023	021-528783               	27-JUN-2025		X0708	D/A	LIVE		
0002070289-25-000001	021-550244               	27-JUN-2025		X0708	D	LIVE		
0000950142-25-001715	021-485570               	27-JUN-2025		X0708	D/A	LIVE		
0002073696-25-000022	021-465906               	27-JUN-2025		X0708	D/A	LIVE		
0000950142-25-001714	021-485569               	27-JUN-2025		X0708	D/A	LIVE		
0000950142-25-001713	021-485568               	27-JUN-2025		X0708	D/A	LIVE		
0002071940-25-000001	021-550243               	27-JUN-2025		X0708	D	LIVE		
0000950142-25-001712	021-485567               	27-JUN-2025		X0708	D/A	LIVE		
0000950142-25-001711	021-485565               	27-JUN-2025		X0708	D/A	LIVE		
0002073528-25-000001	021-550242               	27-JUN-2025		X0708	D	LIVE		
0001470831-25-000059	021-550241               	27-JUN-2025		X0708	D	LIVE		
0002074369-25-000002	021-550240               	27-JUN-2025		X0708	D	LIVE		
0002071566-25-000001	021-550107               	27-JUN-2025		X0708	D/A	LIVE		
0002020216-25-000001	021-550239               	27-JUN-2025		X0708	D	LIVE		
0002075145-25-000001	021-550238               	27-JUN-2025		X0708	D	LIVE		
0002069890-25-000001	021-550237               	27-JUN-2025		X0708	D	LIVE		
0002070652-25-000005	021-550103               	27-JUN-2025		X0708	D/A	LIVE		
0002073696-25-000021	021-527097               	27-JUN-2025		X0708	D/A	LIVE		
0002074051-25-000003	021-549601               	27-JUN-2025		X0708	D/A	LIVE		
0001981522-25-000003	021-485138               	27-JUN-2025		X0708	D/A	LIVE		
0002075143-25-000001	021-550236               	27-JUN-2025		X0708	D	LIVE		
0002073696-25-000020	021-516102               	27-JUN-2025		X0708	D/A	LIVE		
0002074352-25-000002	021-550235               	27-JUN-2025		X0708	D	LIVE		
0001932526-25-000002	021-450536               	27-JUN-2025		X0708	D/A	LIVE		
0002018833-25-000002	021-511873               	27-JUN-2025		X0708	D/A	LIVE		
0002030069-25-000001	021-518665               	27-JUN-2025		X0708	D/A	LIVE		
0001012975-25-000323	021-517330               	27-JUN-2025		X0708	D/A	LIVE		
0002074356-25-000002	021-550234               	27-JUN-2025		X0708	D	LIVE		
0002073696-25-000019	021-499388               	27-JUN-2025		X0708	D/A	LIVE		
0002075127-25-000001	021-550233               	27-JUN-2025		X0708	D	LIVE		
0000950142-25-001709	021-550232               	27-JUN-2025		X0708	D	LIVE		
0000950142-25-001708	021-550231               	27-JUN-2025		X0708	D	LIVE		
0002073696-25-000018	021-516104               	27-JUN-2025		X0708	D/A	LIVE		
0002069891-25-000001	021-550230               	27-JUN-2025		X0708	D	LIVE		
0002074357-25-000002	021-550229               	27-JUN-2025		X0708	D	LIVE		
0002073696-25-000017	021-507685               	27-JUN-2025		X0708	D/A	LIVE		
0001644549-25-000002	021-241516               	27-JUN-2025		X0708	D/A	LIVE		
0002073696-25-000016	021-465893               	27-JUN-2025		X0708	D/A	LIVE		
0002073696-25-000015	021-528727               	27-JUN-2025		X0708	D/A	LIVE		
0002074417-25-000001	021-550228               	27-JUN-2025		X0708	D	LIVE		
0002074694-25-000002	021-550227               	27-JUN-2025		X0708	D	LIVE		
0002074424-25-000001	021-550226               	27-JUN-2025		X0708	D	LIVE		
0001012975-25-000322	021-517341               	27-JUN-2025		X0708	D/A	LIVE		
0002051623-25-000001	021-550225               	27-JUN-2025		X0708	D	LIVE		
0002072508-25-000003	021-550224               	27-JUN-2025		X0708	D	LIVE		
0002074684-25-000002	021-550223               	27-JUN-2025		X0708	D	LIVE		
0002073696-25-000014	021-547834               	27-JUN-2025		X0708	D/A	LIVE		
0002044828-25-000002	021-550222               	27-JUN-2025		X0708	D	LIVE		
0000950138-25-000014	021-550221               	27-JUN-2025		X0708	D	LIVE		
0002073696-25-000013	021-493675               	27-JUN-2025		X0708	D/A	LIVE		
0002044829-25-000002	021-550220               	27-JUN-2025		X0708	D	LIVE		
0000950142-25-001704	021-550219               	27-JUN-2025		X0708	D	LIVE		
0002064322-25-000001	021-550218               	27-JUN-2025		X0708	D	LIVE		
0002073696-25-000012	021-472904               	27-JUN-2025		X0708	D/A	LIVE		
0002069699-25-000020	021-350629               	27-JUN-2025		X0708	D/A	LIVE		
0001673474-25-000002	021-550217               	27-JUN-2025		X0708	D	LIVE		
0000950142-25-001703	021-517210               	27-JUN-2025		X0708	D/A	LIVE		
0000950142-25-001702	021-517209               	27-JUN-2025		X0708	D/A	LIVE		
0000950142-25-001701	021-517208               	27-JUN-2025		X0708	D/A	LIVE		
0002064193-25-000001	021-550216               	27-JUN-2025		X0708	D	LIVE		
0001104659-25-063623	021-550215               	27-JUN-2025	2834	X0708	D	LIVE		
0001940486-25-000006	021-454704               	27-JUN-2025		X0708	D/A	LIVE		
0002052901-25-000005	021-550214               	27-JUN-2025		X0708	D	LIVE		
0002074919-25-000001	021-550213               	27-JUN-2025		X0708	D	LIVE		
0002074993-25-000001	021-550212               	27-JUN-2025		X0708	D	LIVE		
0001104659-25-063618	021-510979               	27-JUN-2025		X0708	D/A	LIVE		
0002067547-25-000005	021-550211               	27-JUN-2025		X0708	D	LIVE		
0002072091-25-000001	021-550210               	27-JUN-2025		X0708	D	LIVE		
0002074210-25-000001	021-550209               	27-JUN-2025		X0708	D	LIVE		
0000950142-25-001699	021-450759               	27-JUN-2025		X0708	D/A	LIVE		
0001744094-25-000001	021-315196               	27-JUN-2025		X0708	D/A	LIVE		
0000950142-25-001698	021-450757               	27-JUN-2025		X0708	D/A	LIVE		
0002028941-25-000002	021-517533               	27-JUN-2025		X0708	D/A	LIVE		
0001104659-25-063600	021-550208               	27-JUN-2025		X0708	D	LIVE		
0002073696-25-000011	021-537412               	27-JUN-2025		X0708	D/A	LIVE		
0002074889-25-000001	021-550207               	27-JUN-2025		X0708	D	LIVE		
0002064189-25-000001	021-550206               	27-JUN-2025		X0708	D	LIVE		
0002048266-25-000002	021-550205               	27-JUN-2025		X0708	D	LIVE		
0002062936-25-000001	021-550204               	27-JUN-2025		X0708	D	LIVE		
0001589995-25-000001	021-205893               	27-JUN-2025		X0708	D/A	LIVE		
0002073696-25-000010	021-550203               	27-JUN-2025		X0708	D	LIVE		
0002037468-25-000002	021-524263               	27-JUN-2025		X0708	D/A	LIVE		
0002074894-25-000001	021-550202               	27-JUN-2025		X0708	D	LIVE		
0002073696-25-000009	021-550201               	27-JUN-2025		X0708	D	LIVE		
0002065051-25-000001	021-550200               	27-JUN-2025		X0708	D	LIVE		
0002064321-25-000001	021-550199               	27-JUN-2025		X0708	D	LIVE		
0002067547-25-000004	021-550198               	27-JUN-2025		X0708	D	LIVE		
0002073696-25-000008	021-550197               	27-JUN-2025		X0708	D	LIVE		
0001721222-25-000001	021-297938               	27-JUN-2025		X0708	D/A	LIVE		
0002059673-25-000001	021-550196               	27-JUN-2025		X0708	D	LIVE		
0000905148-25-002260	021-549884               	27-JUN-2025		X0708	D/A	LIVE		
0002073696-25-000007	021-550195               	27-JUN-2025		X0708	D	LIVE		
0002073696-25-000006	021-468239               	27-JUN-2025		X0708	D/A	LIVE		
0001833785-25-000001	021-550194               	27-JUN-2025		X0708	D	LIVE		
0002073696-25-000005	021-537413               	27-JUN-2025		X0708	D/A	LIVE		
0001012975-25-000321	021-550193               	27-JUN-2025		X0708	D	LIVE		
0002073696-25-000004	021-526072               	27-JUN-2025		X0708	D/A	LIVE		
0002010749-25-000001	021-550192               	27-JUN-2025		X0708	D	LIVE		
0001871549-25-000001	021-406281               	27-JUN-2025		X0708	D/A	LIVE		
0001554471-25-000001	021-256881               	27-JUN-2025		X0708	D/A	LIVE		
0002073696-25-000003	021-545799               	27-JUN-2025		X0708	D/A	LIVE		
0002073696-25-000002	021-533998               	27-JUN-2025		X0708	D/A	LIVE		
0002074051-25-000002	021-549601               	27-JUN-2025		X0708	D/A	LIVE		
0002073696-25-000001	021-507685               	27-JUN-2025		X0708	D/A	LIVE		
0001701897-25-000002	021-335506               	27-JUN-2025		X0708	D/A	LIVE		
0002074876-25-000001	021-550191               	27-JUN-2025		X0708	D	LIVE		
0001980158-25-000001	021-484808               	27-JUN-2025		X0708	D/A	LIVE		
0002073982-25-000001	021-550190               	27-JUN-2025		X0708	D	LIVE		
0002073238-25-000002	021-549646               	27-JUN-2025		X0708	D/A	LIVE		
0001672144-25-000002	021-550189               	27-JUN-2025		X0708	D	LIVE		
0002066395-25-000004	021-550188               	27-JUN-2025		X0708	D	LIVE		
0002061618-25-000002	021-550187               	27-JUN-2025		X0708	D	LIVE		
0001979289-25-000001	021-484806               	27-JUN-2025		X0708	D/A	LIVE		
0001104659-25-063572	021-550186               	27-JUN-2025		X0708	D	LIVE		
0001104659-25-063571	021-550185               	27-JUN-2025		X0708	D	LIVE		
0002073238-25-000001	021-550184               	27-JUN-2025		X0708	D	LIVE		
0002074501-25-000001	021-550183               	27-JUN-2025		X0708	D	LIVE		
0001870046-25-000003	021-550182               	27-JUN-2025		X0708	D	LIVE		
0002075015-25-000002	021-550138               	27-JUN-2025		X0708	D/A	LIVE		
0002074354-25-000002	021-550181               	27-JUN-2025		X0708	D	LIVE		
0002070348-25-000001	021-550180               	27-JUN-2025		X0708	D	LIVE		
0002075092-25-000003	021-550179               	27-JUN-2025		X0708	D	LIVE		
0002074613-25-000001	021-550178               	27-JUN-2025		X0708	D	LIVE		
0002075092-25-000002	021-550177               	27-JUN-2025		X0708	D	LIVE		
