ACCESSIONNUMBER	FILE_NUM	FILING_DATE	SIC_CODE	SCHEMAVERSION	SUBMISSIONTYPE	TESTORLIVE	OVER100PERSONSFLAG	OVER100ISSUERFLAG
0000950172-25-000169	021-503331               	18-SEP-2025		X0708	D/A	LIVE		
0002078248-25-000003	021-552640               	18-SEP-2025		X0708	D/A	LIVE		
0002065859-25-000007	021-544609               	18-SEP-2025		X0708	D/A	LIVE		
0000950172-25-000167	021-503328               	18-SEP-2025		X0708	D/A	LIVE		
0001634025-25-000003	021-475529               	18-SEP-2025		X0708	D/A	LIVE		
0000950172-25-000166	021-503330               	18-SEP-2025		X0708	D/A	LIVE		
0000950172-25-000165	021-503336               	18-SEP-2025		X0708	D/A	LIVE		
0002067349-25-000001	021-557956               	18-SEP-2025		X0708	D	LIVE		
0002086303-25-000001	021-557955               	18-SEP-2025		X0708	D	LIVE		
0002084745-25-000001	021-557954               	18-SEP-2025		X0708	D	LIVE		
0002084123-25-000001	021-557953               	18-SEP-2025		X0708	D	LIVE		
0001922886-25-000002	021-460488               	18-SEP-2025		X0708	D/A	LIVE		
0001801204-25-000002	021-460487               	18-SEP-2025		X0708	D/A	LIVE		
0002082979-25-000001	021-557952               	18-SEP-2025		X0708	D	LIVE		
0001470831-25-000220	021-524628               	18-SEP-2025		X0708	D/A	LIVE		
0002076990-25-000001	021-557951               	18-SEP-2025		X0708	D	LIVE		
0000905148-25-003357	021-557950               	18-SEP-2025		X0708	D	LIVE		
0002086457-25-000001	021-557949               	18-SEP-2025		X0708	D	LIVE		
0001938088-25-000002	021-557948               	18-SEP-2025		X0708	D	LIVE		
0002085665-25-000002	021-557947               	18-SEP-2025		X0708	D	LIVE		
0002086427-25-000001	021-557946               	18-SEP-2025		X0708	D	LIVE		
0002086662-25-000001	021-557945               	18-SEP-2025		X0708	D	LIVE		
0002086302-25-000001	021-557944               	18-SEP-2025		X0708	D	LIVE		
0002086702-25-000001	021-557943               	18-SEP-2025		X0708	D	LIVE		
0002075573-25-000003	021-557942               	18-SEP-2025		X0708	D	LIVE		
0002086594-25-000001	021-557941               	18-SEP-2025		X0708	D	LIVE		
0002078904-25-000001	021-557940               	18-SEP-2025		X0708	D	LIVE		
0002086104-25-000001	021-557939               	18-SEP-2025		X0708	D	LIVE		
0002086661-25-000001	021-557938               	18-SEP-2025		X0708	D	LIVE		
0002084246-25-000001	021-557937               	18-SEP-2025		X0708	D	LIVE		
0001433347-25-000002	021-117455               	18-SEP-2025		X0708	D/A	LIVE		
0001437749-25-029369	021-454044               	18-SEP-2025		X0708	D/A	LIVE		
0002082057-25-000003	021-557936               	18-SEP-2025		X0708	D	LIVE		
0002085468-25-000001	021-557935               	18-SEP-2025		X0708	D	LIVE		
0002085323-25-000001	021-557934               	18-SEP-2025		X0708	D	LIVE		
0002065391-25-000003	021-557933               	18-SEP-2025		X0708	D	LIVE		
0002086689-25-000001	021-557932               	18-SEP-2025		X0708	D	LIVE		
0002078675-25-000002	021-557931               	18-SEP-2025		X0708	D	LIVE		
0002076941-25-000002	021-551505               	18-SEP-2025		X0708	D/A	LIVE		
0002086704-25-000001	021-557930               	18-SEP-2025		X0708	D	LIVE		
0001846137-25-000006	021-391237               	18-SEP-2025		X0708	D/A	LIVE		
0002047430-25-000004	021-557929               	18-SEP-2025		X0708	D	LIVE		
0002086698-25-000001	021-557928               	18-SEP-2025		X0708	D	LIVE		
0002079262-25-000002	021-557927               	18-SEP-2025		X0708	D	LIVE		
0002085908-25-000001	021-557926               	18-SEP-2025		X0708	D	LIVE		
0001231919-25-000209	021-557925               	18-SEP-2025		X0708	D	LIVE		
0001994216-25-000004	021-507234               	18-SEP-2025		X0708	D/A	LIVE		
0001231919-25-000208	021-557924               	18-SEP-2025		X0708	D	LIVE		
0002086525-25-000001	021-557923               	18-SEP-2025		X0708	D	LIVE		
0002085561-25-000001	021-557922               	18-SEP-2025		X0708	D	LIVE		
0001967843-25-000003	021-557921               	18-SEP-2025		X0708	D	LIVE		
0002081111-25-000010	021-319285               	18-SEP-2025		X0708	D/A	LIVE		
0001315863-25-000671	021-473450               	18-SEP-2025		X0708	D/A	LIVE		
0001500949-25-000002	021-147875               	18-SEP-2025		X0708	D/A	LIVE		
0002041373-25-000003	021-527928               	18-SEP-2025		X0708	D/A	LIVE		
0002086591-25-000001	021-557920               	18-SEP-2025		X0708	D	LIVE		
0001589840-25-000002	021-205052               	18-SEP-2025		X0708	D/A	LIVE		
0000905729-25-000147	021-557919               	18-SEP-2025		X0708	D	LIVE		
0002081646-25-000003	021-557918               	18-SEP-2025		X0708	D	LIVE		
0002083696-25-000001	021-557917               	18-SEP-2025		X0708	D	LIVE		
0002081713-25-000002	021-557916               	18-SEP-2025		X0708	D	LIVE		
0002083692-25-000001	021-557915               	18-SEP-2025		X0708	D	LIVE		
0001946964-25-000002	021-460030               	18-SEP-2025		X0708	D/A	LIVE		
0001744139-25-000002	021-315032               	18-SEP-2025		X0708	D/A	LIVE		
0000895564-25-000003	021-557914               	18-SEP-2025		X0708	D	LIVE		
0002036843-25-000004	021-524323               	18-SEP-2025		X0708	D/A	LIVE		
0002086262-25-000001	021-557913               	18-SEP-2025		X0708	D	LIVE		
0001835440-25-000002	021-383930               	18-SEP-2025		X0708	D/A	LIVE		
0002031878-25-000002	021-524731               	18-SEP-2025		X0708	D/A	LIVE		
0002085960-25-000001	021-557912               	18-SEP-2025		X0708	D	LIVE		
0001775593-25-000002	021-340688               	18-SEP-2025		X0708	D/A	LIVE		
0001744140-25-000002	021-315035               	18-SEP-2025		X0708	D/A	LIVE		
0001775487-25-000002	021-340609               	18-SEP-2025		X0708	D/A	LIVE		
0001744138-25-000002	021-315029               	18-SEP-2025		X0708	D/A	LIVE		
0001775607-25-000002	021-340619               	18-SEP-2025		X0708	D/A	LIVE		
0002059786-25-000003	021-554767               	18-SEP-2025		X0708	D/A	LIVE		
0002045574-25-000009	021-557911               	18-SEP-2025		X0708	D	LIVE		
0001603177-25-000002	021-214043               	18-SEP-2025		X0708	D/A	LIVE		
0002080918-25-000001	021-557910               	18-SEP-2025		X0708	D	LIVE		
0002086111-25-000001	021-557909               	18-SEP-2025		X0708	D	LIVE		
0002086257-25-000001	021-557908               	18-SEP-2025		X0708	D	LIVE		
0001446538-25-000002	021-122967               	18-SEP-2025		X0708	D/A	LIVE		
0002076331-25-000001	021-557907               	18-SEP-2025		X0708	D	LIVE		
0002077372-25-000001	021-557906               	18-SEP-2025		X0708	D	LIVE		
0002085331-25-000002	021-557905               	18-SEP-2025		X0708	D	LIVE		
0001960150-25-000003	021-557904               	18-SEP-2025		X0708	D	LIVE		
0002085760-25-000002	021-557903               	18-SEP-2025		X0708	D	LIVE		
0002075372-25-000002	021-550928               	18-SEP-2025		X0708	D/A	LIVE		
0002084568-25-000002	021-557902               	18-SEP-2025		X0708	D	LIVE		
0002085040-25-000001	021-557901               	18-SEP-2025		X0708	D	LIVE		
0002081996-25-000002	021-555599               	18-SEP-2025		X0708	D/A	LIVE		
0002083903-25-000003	021-557900               	18-SEP-2025		X0708	D	LIVE		
0002086022-25-000001	021-557899               	18-SEP-2025		X0708	D	LIVE		
0000919574-25-005732	021-229777               	18-SEP-2025		X0708	D/A	LIVE		
0002081946-25-000003	021-555013               	18-SEP-2025		X0708	D/A	LIVE		
0001719403-25-000002	021-296483               	18-SEP-2025		X0708	D/A	LIVE		
0000919574-25-005730	021-366449               	18-SEP-2025		X0708	D/A	LIVE		
0002014151-25-000014	021-506578               	18-SEP-2025	6199	X0708	D/A	LIVE		
0000919574-25-005728	021-345407               	18-SEP-2025		X0708	D/A	LIVE		
0002038373-25-000002	021-557898               	18-SEP-2025		X0708	D	LIVE		
0000919574-25-005725	021-360134               	18-SEP-2025		X0708	D/A	LIVE		
0001697459-25-000002	021-557897               	18-SEP-2025		X0708	D	LIVE		
0000919574-25-005723	021-350617               	18-SEP-2025		X0708	D/A	LIVE		
0001669095-25-000004	021-557896               	18-SEP-2025		X0708	D	LIVE		
0001231919-25-000207	021-557895               	18-SEP-2025		X0708	D	LIVE		
0001566114-25-000074	021-493028               	18-SEP-2025		X0708	D/A	LIVE		
0001104659-25-091073	021-557894               	18-SEP-2025		X0708	D	LIVE		
0002086355-25-000001	021-557893               	18-SEP-2025		X0708	D	LIVE		
0002072221-25-000003	021-557892               	18-SEP-2025		X0708	D	LIVE		
0002086642-25-000001	021-557891               	18-SEP-2025		X0708	D	LIVE		
0001861587-25-000002	021-557890               	18-SEP-2025		X0708	D	LIVE		
0002086560-25-000001	021-557889               	18-SEP-2025		X0708	D	LIVE		
0001994476-25-000002	021-493246               	18-SEP-2025		X0708	D/A	LIVE		
0002085151-25-000001	021-557888               	18-SEP-2025		X0708	D	LIVE		
0001554856-25-000002	021-502570               	18-SEP-2025		X0708	D/A	LIVE		
0001971806-25-000002	021-477671               	18-SEP-2025		X0708	D/A	LIVE		
0001887191-25-000004	021-417906               	18-SEP-2025		X0708	D/A	LIVE		
0000902664-25-004114	021-147903               	18-SEP-2025		X0708	D/A	LIVE		
0002036847-25-000002	021-524421               	18-SEP-2025		X0708	D/A	LIVE		
0001231919-25-000206	021-557873               	18-SEP-2025		X0708	D	LIVE		
0001437749-25-029331	021-488914               	18-SEP-2025		X0708	D/A	LIVE		
0002059924-25-000005	021-556173               	18-SEP-2025	6199	X0708	D/A	LIVE		
0002032172-25-000002	021-520511               	18-SEP-2025		X0708	D/A	LIVE		
0002075945-25-000002	021-550901               	18-SEP-2025		X0708	D/A	LIVE		
0002006432-25-000003	021-557867               	18-SEP-2025		X0708	D	LIVE		
0001975025-25-000002	021-489942               	18-SEP-2025		X0708	D/A	LIVE		
0001988240-25-000002	021-489933               	18-SEP-2025		X0708	D/A	LIVE		
0002084566-25-000001	021-557875               	18-SEP-2025		X0708	D	LIVE		
0001437749-25-029332	021-506440               	18-SEP-2025		X0708	D/A	LIVE		
0001437749-25-029333	021-557876               	18-SEP-2025		X0708	D	LIVE		
0002086477-25-000001	021-557880               	18-SEP-2025		X0708	D	LIVE		
0002084974-25-000003	021-557046               	18-SEP-2025		X0708	D/A	LIVE		
0002086034-25-000001	021-557885               	18-SEP-2025		X0708	D	LIVE		
0001980573-25-000002	021-483919               	18-SEP-2025		X0708	D/A	LIVE		
0002076677-25-000001	021-557868               	18-SEP-2025		X0708	D	LIVE		
0002060755-25-000044	021-557870               	18-SEP-2025		X0708	D	LIVE		
0001892492-25-000003	021-557874               	18-SEP-2025	6153	X0708	D	LIVE		
0001976496-25-000002	021-489936               	18-SEP-2025		X0708	D/A	LIVE		
0002086007-25-000002	021-557881               	18-SEP-2025		X0708	D	LIVE		
0002083857-25-000001	021-557882               	18-SEP-2025		X0708	D	LIVE		
0002084282-25-000001	021-557886               	18-SEP-2025		X0708	D	LIVE		
0001750553-25-000002	021-321194               	18-SEP-2025		X0708	D/A	LIVE		
0001493152-25-013929	021-557878               	18-SEP-2025		X0708	D	LIVE		
0000919574-25-005715	021-557865               	18-SEP-2025		X0708	D	LIVE		
0001727233-25-000002	021-557871               	18-SEP-2025		X0708	D	LIVE		
0001683168-25-007079	021-557877               	18-SEP-2025		X0708	D	LIVE		
0002086311-25-000001	021-557884               	18-SEP-2025		X0708	D	LIVE		
0001493152-25-013930	021-557879               	18-SEP-2025		X0708	D	LIVE		
0001062993-25-015691	021-557887               	18-SEP-2025		X0708	D	LIVE		
0001213900-25-088665	021-557869               	18-SEP-2025		X0708	D	LIVE		
0002086575-25-000002	021-557883               	18-SEP-2025		X0708	D	LIVE		
0001985026-25-000002	021-512554               	18-SEP-2025		X0708	D/A	LIVE		
0002086201-25-000001	021-557864               	18-SEP-2025		X0708	D	LIVE		
0002077112-25-000002	021-557872               	18-SEP-2025		X0708	D	LIVE		
0002060763-25-000013	021-540966               	18-SEP-2025		X0708	D/A	LIVE		
0000919574-25-005717	021-557866               	18-SEP-2025		X0708	D	LIVE		
0001692951-25-000226	021-492774               	17-SEP-2025	6798	X0708	D/A	LIVE		
0002086249-25-000001	021-557862               	17-SEP-2025		X0708	D	LIVE		
0002025190-25-000002	021-515625               	17-SEP-2025		X0708	D/A	LIVE		
0002079793-25-000001	021-557861               	17-SEP-2025		X0708	D	LIVE		
0001967467-25-000002	021-489930               	17-SEP-2025		X0708	D/A	LIVE		
0001012975-25-000545	021-507007               	17-SEP-2025		X0708	D/A	LIVE		
0001458754-25-000004	021-557860               	17-SEP-2025		X0708	D	LIVE		
0001012975-25-000544	021-529178               	17-SEP-2025		X0708	D/A	LIVE		
0001012975-25-000543	021-507003               	17-SEP-2025		X0708	D/A	LIVE		
0000919574-25-005713	021-127075               	17-SEP-2025		X0708	D/A	LIVE		
0001012975-25-000542	021-507008               	17-SEP-2025		X0708	D/A	LIVE		
0001012975-25-000541	021-529173               	17-SEP-2025		X0708	D/A	LIVE		
0002023626-25-000002	021-513713               	17-SEP-2025		X0708	D/A	LIVE		
0002085692-25-000001	021-557859               	17-SEP-2025		X0708	D	LIVE		
0001995164-25-000004	021-557858               	17-SEP-2025		X0708	D	LIVE		
0001961206-25-000003	021-557817               	17-SEP-2025		X0708	D/A	LIVE		
0000892712-25-000105	021-557857               	17-SEP-2025		X0708	D	LIVE		
0001012975-25-000540	021-529170               	17-SEP-2025		X0708	D/A	LIVE		
0002067263-25-000001	021-557856               	17-SEP-2025		X0708	D	LIVE		
0002076674-25-000001	021-557855               	17-SEP-2025		X0708	D	LIVE		
0002086462-25-000001	021-557854               	17-SEP-2025		X0708	D	LIVE		
0000919574-25-005710	021-134890               	17-SEP-2025		X0708	D/A	LIVE		
0002084580-25-000001	021-557853               	17-SEP-2025		X0708	D	LIVE		
0000935836-25-000600	021-441485               	17-SEP-2025		X0708	D/A	LIVE		
0002067306-25-000001	021-557852               	17-SEP-2025		X0708	D	LIVE		
0002009529-25-000003	021-557851               	17-SEP-2025		X0708	D	LIVE		
0001995164-25-000003	021-557850               	17-SEP-2025		X0708	D	LIVE		
0001437749-25-029290	021-557849               	17-SEP-2025		X0708	D	LIVE		
0002086253-25-000001	021-557848               	17-SEP-2025		X0708	D	LIVE		
0001123292-25-000444	021-557847               	17-SEP-2025	2834	X0708	D	LIVE		
0001995864-25-000003	021-494290               	17-SEP-2025		X0708	D/A	LIVE		
0002081401-25-000001	021-557846               	17-SEP-2025		X0708	D	LIVE		
0002085985-25-000002	021-557538               	17-SEP-2025		X0708	D/A	LIVE		
0002086213-25-000001	021-557845               	17-SEP-2025		X0708	D	LIVE		
0002086214-25-000001	021-557844               	17-SEP-2025		X0708	D	LIVE		
0001437749-25-029284	021-557843               	17-SEP-2025	7370	X0708	D	LIVE		
0002086376-25-000001	021-557842               	17-SEP-2025		X0708	D	LIVE		
0000919574-25-005708	021-557841               	17-SEP-2025		X0708	D	LIVE		
0002084704-25-000001	021-557840               	17-SEP-2025		X0708	D	LIVE		
0002084706-25-000001	021-557839               	17-SEP-2025		X0708	D	LIVE		
0000950142-25-002457	021-557838               	17-SEP-2025		X0708	D	LIVE		
0000950142-25-002456	021-557837               	17-SEP-2025		X0708	D	LIVE		
0000950142-25-002455	021-557836               	17-SEP-2025		X0708	D	LIVE		
0000950142-25-002454	021-557835               	17-SEP-2025		X0708	D	LIVE		
0000950142-25-002453	021-557834               	17-SEP-2025		X0708	D	LIVE		
0000950142-25-002452	021-557833               	17-SEP-2025		X0708	D	LIVE		
0002084705-25-000001	021-557832               	17-SEP-2025		X0708	D	LIVE		
0001948357-25-000012	021-459961               	17-SEP-2025		X0708	D/A	LIVE		
0000950142-25-002451	021-557831               	17-SEP-2025		X0708	D	LIVE		
0001830997-25-000002	021-380230               	17-SEP-2025		X0708	D/A	LIVE		
0002085137-25-000001	021-557830               	17-SEP-2025		X0708	D	LIVE		
0002086353-25-000001	021-557829               	17-SEP-2025		X0708	D	LIVE		
0001642912-25-000002	021-240431               	17-SEP-2025		X0708	D/A	LIVE		
0002056575-25-000002	021-557828               	17-SEP-2025		X0708	D	LIVE		
0002086435-25-000001	021-557827               	17-SEP-2025		X0708	D	LIVE		
0002086429-25-000001	021-557826               	17-SEP-2025		X0708	D	LIVE		
0002086024-25-000001	021-557825               	17-SEP-2025		X0708	D	LIVE		
0001856449-25-000005	021-462105               	17-SEP-2025		X0708	D/A	LIVE		
0001282571-25-000004	021-557863               	17-SEP-2025	1000	X0708	D	LIVE		
0002081738-25-000001	021-557824               	17-SEP-2025		X0708	D	LIVE		
0002086047-25-000001	021-557823               	17-SEP-2025		X0708	D	LIVE		
0002085635-25-000001	021-557822               	17-SEP-2025		X0708	D	LIVE		
0002083935-25-000001	021-557821               	17-SEP-2025		X0708	D	LIVE		
0002086040-25-000001	021-557820               	17-SEP-2025		X0708	D	LIVE		
0001952526-25-000010	021-463317               	17-SEP-2025		X0708	D/A	LIVE		
0002072238-25-000001	021-557819               	17-SEP-2025		X0708	D	LIVE		
0001816695-25-000010	021-370222               	17-SEP-2025		X0708	D/A	LIVE		
0002072239-25-000001	021-557818               	17-SEP-2025		X0708	D	LIVE		
0001961206-25-000002	021-557817               	17-SEP-2025		X0708	D	LIVE		
0001850754-25-000003	021-392118               	17-SEP-2025		X0708	D/A	LIVE		
0001804435-25-000010	021-361381               	17-SEP-2025		X0708	D/A	LIVE		
0002053938-25-000003	021-557816               	17-SEP-2025		X0708	D	LIVE		
0002072240-25-000001	021-557815               	17-SEP-2025		X0708	D	LIVE		
0000945621-25-000864	021-557814               	17-SEP-2025		X0708	D	LIVE		
0001804211-25-000010	021-361377               	17-SEP-2025		X0708	D/A	LIVE		
0000945621-25-000863	021-557813               	17-SEP-2025		X0708	D	LIVE		
0002086035-25-000001	021-557812               	17-SEP-2025		X0708	D	LIVE		
0002086386-25-000001	021-557811               	17-SEP-2025		X0708	D	LIVE		
0001123292-25-000443	021-504691               	17-SEP-2025		X0708	D/A	LIVE		
0001896409-25-000010	021-423039               	17-SEP-2025		X0708	D/A	LIVE		
0002081843-25-000001	021-557810               	17-SEP-2025		X0708	D	LIVE		
0002021228-25-000004	021-557809               	17-SEP-2025		X0708	D	LIVE		
0002078764-25-000001	021-557808               	17-SEP-2025		X0708	D	LIVE		
0001135856-25-000010	021-245023               	17-SEP-2025		X0708	D/A	LIVE		
0001062993-25-015676	021-557807               	17-SEP-2025		X0708	D	LIVE		
0002047332-25-000010	021-531102               	17-SEP-2025		X0708	D/A	LIVE		
0001594616-25-000002	021-557806               	17-SEP-2025		X0708	D	LIVE		
0002080919-25-000001	021-557805               	17-SEP-2025		X0708	D	LIVE		
0002085704-25-000001	021-557804               	17-SEP-2025		X0708	D	LIVE		
0001683168-25-007065	021-557803               	17-SEP-2025		X0708	D	LIVE		
0002055693-25-000025	021-542948               	17-SEP-2025		X0708	D/A	LIVE		
0002072241-25-000001	021-557802               	17-SEP-2025		X0708	D	LIVE		
0001343211-25-000003	021-82733                	17-SEP-2025		X0708	D/A	LIVE		
0002082097-25-000002	021-555338               	17-SEP-2025		X0708	D/A	LIVE		
0002086319-25-000001	021-557801               	17-SEP-2025		X0708	D	LIVE		
0001958102-25-000003	021-557800               	17-SEP-2025		X0708	D	LIVE		
0001956033-25-000002	021-557799               	17-SEP-2025		X0708	D	LIVE		
0001723147-25-000002	021-557798               	17-SEP-2025		X0708	D	LIVE		
0001424501-25-000003	021-113634               	17-SEP-2025		X0708	D/A	LIVE		
0001601405-25-000010	021-303083               	17-SEP-2025		X0708	D/A	LIVE		
0001681185-25-000002	021-268421               	17-SEP-2025		X0708	D/A	LIVE		
0001343394-25-000010	021-303013               	17-SEP-2025		X0708	D/A	LIVE		
0001667404-25-000002	021-258049               	17-SEP-2025		X0708	D/A	LIVE		
0001345347-25-000003	021-83430                	17-SEP-2025		X0708	D/A	LIVE		
0001941933-25-000004	021-459283               	17-SEP-2025		X0708	D/A	LIVE		
0002056032-25-000004	021-538204               	17-SEP-2025		X0708	D/A	LIVE		
0001654954-25-010873	021-557797               	17-SEP-2025		X0708	D	LIVE		
0001493152-25-013857	021-557796               	17-SEP-2025		X0708	D	LIVE		
0002070633-25-000001	021-557795               	17-SEP-2025		X0708	D	LIVE		
0002070651-25-000002	021-557794               	17-SEP-2025		X0708	D	LIVE		
0001932367-25-000003	021-459155               	17-SEP-2025		X0708	D/A	LIVE		
0001621052-25-000004	021-557793               	17-SEP-2025		X0708	D	LIVE		
0001932367-25-000002	021-459155               	17-SEP-2025		X0708	D/A	LIVE		
0002021618-25-000002	021-513239               	17-SEP-2025		X0708	D/A	LIVE		
0002085938-25-000001	021-557792               	17-SEP-2025		X0708	D	LIVE		
0001959009-25-000004	021-538131               	17-SEP-2025		X0708	D/A	LIVE		
0002086181-25-000001	021-557791               	17-SEP-2025		X0708	D	LIVE		
0002085911-25-000001	021-557790               	17-SEP-2025		X0708	D	LIVE		
0002086265-25-000001	021-557789               	17-SEP-2025		X0708	D	LIVE		
0001858206-25-000005	021-552311               	17-SEP-2025	6510	X0708	D/A	LIVE		
0002086185-25-000001	021-557788               	17-SEP-2025		X0708	D	LIVE		
0002052391-25-000006	021-550445               	17-SEP-2025		X0708	D/A	LIVE		
0000919574-25-005706	021-378078               	17-SEP-2025		X0708	D/A	LIVE		
0000919574-25-005705	021-378075               	17-SEP-2025		X0708	D/A	LIVE		
0002086354-25-000001	021-557787               	17-SEP-2025		X0708	D	LIVE		
0002077857-25-000001	021-557786               	17-SEP-2025		X0708	D	LIVE		
0001850754-25-000002	021-557785               	17-SEP-2025		X0708	D	LIVE		
0001955319-25-000002	021-465438               	17-SEP-2025		X0708	D/A	LIVE		
0001865069-25-000002	021-557784               	17-SEP-2025		X0708	D	LIVE		
0002086301-25-000001	021-557783               	17-SEP-2025		X0708	D	LIVE		
0002085912-25-000001	021-557782               	17-SEP-2025		X0708	D	LIVE		
0002084003-25-000001	021-557781               	17-SEP-2025		X0708	D	LIVE		
0002086209-25-000001	021-557780               	17-SEP-2025		X0708	D	LIVE		
0002086385-25-000001	021-557779               	17-SEP-2025		X0708	D	LIVE		
0001255733-25-000002	021-557778               	17-SEP-2025		X0708	D	LIVE		
0001493152-25-013844	021-557777               	17-SEP-2025	6199	X0708	D	LIVE		
0002085939-25-000001	021-557776               	17-SEP-2025		X0708	D	LIVE		
0002085940-25-000001	021-557775               	17-SEP-2025		X0708	D	LIVE		
0002066192-25-000003	021-557774               	17-SEP-2025		X0708	D	LIVE		
0002085712-25-000001	021-557773               	17-SEP-2025		X0708	D	LIVE		
0001518935-25-000002	021-490640               	17-SEP-2025		X0708	D/A	LIVE		
0002085769-25-000001	021-557772               	17-SEP-2025		X0708	D	LIVE		
0002086013-25-000001	021-557771               	17-SEP-2025		X0708	D	LIVE		
0002084224-25-000001	021-557770               	17-SEP-2025		X0708	D	LIVE		
0002085941-25-000001	021-557769               	17-SEP-2025		X0708	D	LIVE		
0002085942-25-000001	021-557768               	17-SEP-2025		X0708	D	LIVE		
0002084766-25-000001	021-557767               	17-SEP-2025		X0708	D	LIVE		
0002085943-25-000001	021-557766               	17-SEP-2025		X0708	D	LIVE		
0002085944-25-000001	021-557765               	17-SEP-2025		X0708	D	LIVE		
0002086012-25-000001	021-557764               	17-SEP-2025		X0708	D	LIVE		
0002085945-25-000001	021-557763               	17-SEP-2025		X0708	D	LIVE		
0002066089-25-000003	021-544955               	17-SEP-2025		X0708	D/A	LIVE		
0002085946-25-000001	021-557762               	17-SEP-2025		X0708	D	LIVE		
0002084957-25-000001	021-557761               	17-SEP-2025		X0708	D	LIVE		
0002085947-25-000001	021-557760               	17-SEP-2025		X0708	D	LIVE		
0002036248-25-000002	021-523300               	17-SEP-2025		X0708	D/A	LIVE		
0002085948-25-000001	021-557759               	17-SEP-2025		X0708	D	LIVE		
0002086011-25-000001	021-557758               	17-SEP-2025		X0708	D	LIVE		
0002086206-25-000002	021-557757               	17-SEP-2025		X0708	D	LIVE		
0002086010-25-000001	021-557756               	17-SEP-2025		X0708	D	LIVE		
0002085949-25-000001	021-557755               	17-SEP-2025		X0708	D	LIVE		
0002085950-25-000001	021-557754               	17-SEP-2025		X0708	D	LIVE		
0001012975-25-000539	021-557753               	17-SEP-2025		X0708	D	LIVE		
0002085951-25-000001	021-557752               	17-SEP-2025		X0708	D	LIVE		
0002085690-25-000001	021-557751               	17-SEP-2025		X0708	D	LIVE		
0002078268-25-000001	021-557750               	17-SEP-2025		X0708	D	LIVE		
0002086009-25-000001	021-557749               	17-SEP-2025		X0708	D	LIVE		
0002086356-25-000001	021-557748               	17-SEP-2025		X0708	D	LIVE		
0002085345-25-000001	021-557747               	17-SEP-2025		X0708	D	LIVE		
0002085969-25-000001	021-557746               	17-SEP-2025		X0708	D	LIVE		
0000902664-25-004101	021-557745               	17-SEP-2025		X0708	D	LIVE		
0001213900-25-088371	021-477611               	17-SEP-2025		X0708	D/A	LIVE		
0000902664-25-004100	021-557744               	17-SEP-2025		X0708	D	LIVE		
0000902664-25-004099	021-557743               	17-SEP-2025		X0708	D	LIVE		
0002084240-25-000002	021-557742               	17-SEP-2025		X0708	D	LIVE		
0002085952-25-000001	021-557741               	17-SEP-2025		X0708	D	LIVE		
0002086008-25-000001	021-557740               	17-SEP-2025		X0708	D	LIVE		
0002085953-25-000001	021-557739               	17-SEP-2025		X0708	D	LIVE		
0001213900-25-088356	021-557738               	17-SEP-2025	3576	X0708	D	LIVE		
0001213900-25-088353	021-557737               	17-SEP-2025	3576	X0708	D	LIVE		
0001822810-25-000002	021-376576               	17-SEP-2025		X0708	D/A	LIVE		
0001822809-25-000003	021-377508               	17-SEP-2025		X0708	D/A	LIVE		
0001987549-25-000002	021-524191               	17-SEP-2025		X0708	D/A	LIVE		
0002086007-25-000001	021-557733               	17-SEP-2025		X0708	D	LIVE		
0002086005-25-000001	021-557736               	17-SEP-2025		X0708	D	LIVE		
0002085956-25-000001	021-557727               	17-SEP-2025		X0708	D	LIVE		
0002086002-25-000001	021-557731               	17-SEP-2025		X0708	D	LIVE		
0002086139-25-000001	021-557726               	17-SEP-2025		X0708	D	LIVE		
0002048610-25-000003	021-531973               	17-SEP-2025		X0708	D/A	LIVE		
0002036280-25-000002	021-524891               	17-SEP-2025		X0708	D/A	LIVE		
0002085999-25-000001	021-557728               	17-SEP-2025		X0708	D	LIVE		
0002086049-25-000001	021-557734               	17-SEP-2025		X0708	D	LIVE		
0002086004-25-000001	021-557735               	17-SEP-2025		X0708	D	LIVE		
0002085893-25-000001	021-557723               	17-SEP-2025		X0708	D	LIVE		
0000950130-25-000137	021-348324               	17-SEP-2025		X0708	D/A	LIVE		
0001231919-25-000204	021-557703               	17-SEP-2025		X0708	D	LIVE		
0002023866-25-000026	021-557705               	17-SEP-2025		X0708	D	LIVE		
0002085650-25-000001	021-557716               	17-SEP-2025		X0708	D	LIVE		
0002085649-25-000001	021-557717               	17-SEP-2025		X0708	D	LIVE		
0002085973-25-000001	021-557718               	17-SEP-2025		X0708	D	LIVE		
0002060755-25-000042	021-557710               	17-SEP-2025		X0708	D	LIVE		
0001738101-25-000003	021-557715               	17-SEP-2025		X0708	D	LIVE		
0002023866-25-000025	021-557702               	17-SEP-2025		X0708	D	LIVE		
0001836562-25-000003	021-557724               	17-SEP-2025		X0708	D	LIVE		
0002085955-25-000001	021-557729               	17-SEP-2025		X0708	D	LIVE		
0001193125-25-205154	021-348323               	17-SEP-2025		X0708	D/A	LIVE		
0002081858-25-000001	021-557721               	17-SEP-2025		X0708	D	LIVE		
0001683168-25-007040	021-540197               	17-SEP-2025		X0708	D/A	LIVE		
0002086216-25-000001	021-557707               	17-SEP-2025		X0708	D	LIVE		
0002015419-25-000002	021-507752               	17-SEP-2025		X0708	D/A	LIVE		
0001888891-25-000003	021-539243               	17-SEP-2025		X0708	D/A	LIVE		
0002086250-25-000001	021-557704               	17-SEP-2025		X0708	D	LIVE		
