ACCESSIONNUMBER	INDUSTRYGROUPTYPE	INVESTMENTFUNDTYPE	IS40ACT	REVENUERANGE	AGGREGATENETASSETVALUERANGE	FEDERALEXEMPTIONS_ITEMS_LIST	ISAMENDMENT	PREVIOUSACCESSIONNUMBER	SALE_DATE	YETTOOCCUR	MORETHANONEYEAR	ISEQUITYTYPE	ISDEBTTYPE	ISOPTIONTOACQUIRETYPE	ISSECURITYTOBEACQUIREDTYPE	ISPOOLEDINVESTMENTFUNDTYPE	ISTENANTINCOMMONTYPE	ISMINERALPROPERTYTYPE	ISOTHERTYPE	DESCRIPTIONOFOTHERTYPE	ISBUSINESSCOMBINATIONTRANS	BUSCOMBCLARIFICATIONOFRESP	MINIMUMINVESTMENTACCEPTED	OVER100RECIPIENTFLAG	TOTALOFFERINGAMOUNT	TOTALAMOUNTSOLD	TOTALREMAINING	SALESAMTCLARIFICATIONOFRESP	HASNONACCREDITEDINVESTORS	NUMBERNONACCREDITEDINVESTORS	TOTALNUMBERALREADYINVESTED	SALESCOMM_DOLLARAMOUNT	SALESCOMM_ISESTIMATE	FINDERSFEE_DOLLARAMOUNT	FINDERSFEE_ISESTIMATE	FINDERFEECLARIFICATIONOFRESP	GROSSPROCEEDSUSED_DOLLARAMOUNT	GROSSPROCEEDSUSED_ISESTIMATE	GROSSPROCEEDSUSED_CLAROFRESP	AUTHORIZEDREPRESENTATIVE
0002074476-25-000001	Other			Decline to Disclose		06b	false			true	false								true	LLC Interests	false		0		1800000	0	1800000		false		0	0		0			0			false
0002075199-25-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06c, 3C, 3C.1	false		2025-06-16		true	true				true					false		50000		20000000	900000	19100000		false		10	0		0			0			false
0001999371-25-008565	REITS and Finance			Decline to Disclose		06b, 3C, 3C.5	false			true	true	true									false		25000		250000000	0	250000000	In any combination of Class FA shares, Class A shares, Class T shares, Class D shares, and Class I shares.	false		0	0	true	0	true	The issuer will pay up to the following percentages of the sales price for the sales of certain classes of shares: 8.5% for Class A, 4.75% for Class T. Class FA, Class D and Class I shares are not subject to any upfront sales load.	0	true		false
0002075352-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-06-16		false					true					false		0		10000000	1150000	8850000		false		4	0		0			0			false
0002068759-25-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0	true	0	true	The amount of sales commissions and finders' fees are not yet known as the first sale is yet to occur.	0	true	The Issuer's confidential offering materials fully discuss fees due to the Investment Manager of the Issuer and the GP of the Issuer.	false
0001988439-25-000002	Other Technology			Decline to Disclose		06b	false		2025-06-24		false			true	true						false		0		100000	100000	0	The total offering amount and total amount sold represent the aggregate exercise price of certain warrants to purchase shares of capital stock of the Issuer.	false		1	0		0			0			false
0002062763-25-000004	Pooled Investment Fund	Hedge Fund	false		$1 - $5,000,000	06b, 3C, 3C.1	true	0001923478-25-000002	2022-05-04		true					true					false		25000		Indefinite	735000	Indefinite		false		16	0		0			0			false
0002075165-25-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0	true		false
0002068768-25-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0	true	0	true	The amount of sales commissions and finders' fees are not yet known as the first sale is yet to occur.	0	true	The Issuer's confidential offering materials fully discuss fees due to the Investment Manager of the Issuer and the GP of the Issuer.	false
0002062763-25-000003	Pooled Investment Fund	Hedge Fund	false		$1 - $5,000,000	06b, 3C, 3C.1	true	0001923478-25-000002	2022-05-04		true					true					false		25000		Indefinite	735000	Indefinite		false		16	0		0			0			false
0001797297-25-000001	Other Technology			$1 - $1,000,000		06c	false		2025-06-16		false	true									false		25000		9500000	100000	9400000		false		28	0		950000		The company will pay a 10% finders fee to qualified finders and broker/dealers. The finders fees of $950,000 assumes the company completes an offering of $9,500,000 and represents the maximum finders fees the company will pay in the offering.	850000	true	The company estimates that the gross proceeds for such purpose will be between $500,000 and $850,000.	false
0001428529-25-000002	Other			Decline to Disclose		06b	false		2025-04-25		false	true							true	Option, Warrant or Other Right to Acquire Another Security	false		0		21206562	14227951	6978611		false		12	0		0			0			false
0002027015-25-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0001935541-24-000003	2024-07-31		true					true					false		1		Indefinite	270114243	Indefinite		false		89	0		0			0		Customary management fees are paid to New Holland Capital LLC, an entity controlled by certain persons listed in Item 3, as disclosed in the Issuer's offering documents.	false
0002075073-25-000001	Other			Decline to Disclose		06b	false		2025-06-18		false	true									false		499400		499400	499400	0		false		1	0		0			0			false
0002075188-25-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false		2025-06-12		false	true				true					false		50000		9225000	9225000	0		false		22	0		0			0			false
0002074445-25-000001	Other			Decline to Disclose		06b	false			true	false								true	LLC Interests	false		0		20000000	0	20000000		false		0	0		0			0			false
0000950142-25-001727	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000950142-25-000350	2022-02-01		true	true				true					false		1		Indefinite	120000000	Indefinite		false		2	0		0			0		The Issuer's confidential offering materials discuss management fees due to the investment adviser, which is an affiliate of the Issuer.	false
0001980221-25-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0001980221-23-000002	2023-05-25		false	true				true					false		0		1755000	1755000	0		false		36	0		0			0			false
0001983715-25-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0001983715-24-000001	2023-06-30		true	true				true					false		0		500000000	251950000	248050000		false		23	0	true	0	true	Such fees, if any, will only be paid upon the sale of interests to certain investors (based up on a fee schedule) and such amounts will not be finalized until completion of the offering.	0	true	The general partner is entitled to a carried interest. The investment manager is entitled to a management fee. The carried interest and management fee are fully discussed in the Issuer's confidential offering materials.	false
0002069699-25-000022	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0002028613-24-000002	2014-05-01		true					true					false		100000		Indefinite	199577805	Indefinite		false		75	13150	true	0			29369	true	Quarterly management fee is generally equal to 0.50% of Net Asset Value of each share. A pro rata portion of the fee is applied;  Performance allocation may be issued but is not included in the estimate due to the contingent nature of the allocation.	false
0001935542-25-000002	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001935541-24-000002	2022-08-01		true					true					false		1		Indefinite	431448985	Indefinite		false		20	426209		0		The amount paid is categorized as a consultation fee, rather than a sales commission or finders' fee.	0		Customary management fees are paid to New Holland Capital LLC, an entity controlled by certain persons listed in Item 3, as disclosed in the Issuer's Private Placement Memorandum.	false
0001704211-25-000003	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001704211-24-000004	2022-02-01		true					true			true	The minimum amount reflected in Item 11 may be reduced at the sole discretion of the General Partner.	false		500000		Indefinite	28100000	Indefinite	05/31/2025 AUM	false		44	0		0			0		Certain persons named in Item 3, or affiliates thereof, may receive payments deemed to be made from the proceeds of the offering, including management and/or performance allocations. The amount of such payment cannot be estimated at this time.	false
0000950142-25-001726	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	true	true				true					false		100000		Indefinite	0	Indefinite		false		0	0	true	0	true		0	true	The Investment Manager receives customary management fees.	false
0001954925-25-000007	Other			$5,000,001 - $25,000,000		04.2	true	0001954925-23-000034		true	true	true									false		100		10000000	0	10000000		false		0	0		200000	true	P/E Capital Investment Management Partners acts as a conduit to connect clients with this proprietary digital investment and exercise its fiduciary as investment adviser ensuring this product will be consistent with the risk profile of the investors.	50000		None of the proceeds will be used to pay to any related persons as stated on item #3. All proceeds will be for the benefit of ARGOL.D, a representation of all common shares of Argo Vault, and managed by P/E Capital Investment Management Partners	false
0000950142-25-001725	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	true	true				true					false		1		Indefinite	0	Indefinite		false		0	0	true	0	true		0	true	The Investment Manager receives customary management fees.	false
0002075116-25-000001	Manufacturing			Decline to Disclose		06b	false		2025-04-11		false	true									false		0		1170000	1170000	0		false		6	0		0			0			false
0002075019-25-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-04-01		true	true				true					false		0		Indefinite	36221277	Indefinite		false		1	0		0			163442			false
0002000091-25-000002	Other			Decline to Disclose		06b	false		2025-06-13		false	true									false		0		22999984	22999984	0		false		12	0		0			0			false
0002017889-25-000002	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	false		2025-06-24		false					true					false		0		Indefinite	1915000	Indefinite		false		19	0		0			0		THE GENERAL PARTNER IS ENTITLED TO CARRIED INTEREST AND THE MANAGEMENT COMPANY IS ENTITLED TO A MANAGEMENT FEE. BOTH OF THE FOREGOING ARE DISCLOSED IN THE ISSUER'S CONFIDENTIAL OFFERING DOCUMENTS.	false
0001070480-25-000004	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001070480-24-000001	1998-09-24		true					true					false		50000		Indefinite	4153173063	Indefinite		false		149	0	true	0	true		0	true	Quarterly advisory fees are equal to 0.25% of the Fund's net asset value per share of each sub-series of Fund shares; Incentive Allocation may be issued as is fully described in the Fund's offering documents.	false
0001935541-25-000002	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001935541-24-000001	2022-08-01		true					true					false		1		Indefinite	447025800	Indefinite		false		32	426209		0		The amount paid is categorized as a consultation fee, rather than a sales commission or finders' fee.	0		Customary management fees are paid to New Holland Capital LLC, an entity controlled by certain persons listed in Item 3, as disclosed in the Issuer's Partnership Agreement and Private Placement Memorandum.	false
0001704211-25-000002	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001704211-24-000003	2020-06-09		true					true			true	The minimum amount reflected in Item 11 may be reduced at the sole discretion of the General Manager.	false		500000		Indefinite	13200000	Indefinite	5/31/2024 AUM	true	0	97	0		0			0	true	Certain persons named in Item 3 or affiliates thereof may receive payments deemed to be made from the proceeds of the offering, including management and/or performance allocations. The amount of such payment cannot be estimated at this time.	false
0002075171-25-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0	true	0	true	Placement agent fees to be paid based upon a fee schedule. Such fees are offset dollar-for-dollar against the management fees payable by the Issuer.	0	true	The general partner of the Issuer is entitled to a carried interest. An affiliate of the general partner is entitled to a management fee. The carried interest and management fee are discussed in the Issuer's offering materials.	false
0001745397-25-000012	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0002026041-24-000001	2024-10-01		true					true					false		1		Indefinite	13054371	Indefinite		false		5	0		0			0			false
0002028510-25-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0002028510-24-000001	2024-07-15		true					true					false		0		Indefinite	246000000	Indefinite	Total Amount Sold and the number of Investors includes sales made by DBP Discretionary Co-Invest, LP and the Special Limited Partner commitment.	false		16	0		0			0			false
0002075216-25-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0	true	0	true	Placement agent fees to be paid based upon a fee schedule. Such fees are offset dollar-for-dollar against the management fees payable by the Issuer.	0	true	The general partner of the Issuer is entitled to a carried interest. An affiliate of the general partner is entitled to a management fee. The carried interest and management fee are discussed in the Issuer's offering materials.	false
0001070480-25-000003	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001161416-24-000001	2001-10-01		true					true					false		0		Indefinite	1397396089	Indefinite		false		317	0	true	0	true		0	true	Quarterly advisory fees are generally equal to 0.25% of the aggregate capital account balances of the limited partners at the beginning of each calendar quarter. Incentive Allocation may be issued as fully described in Partnership offering documents.	false
0002037468-25-000004	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0002037468-25-000002	2024-09-05		true					true					false		0		Indefinite	1250000	Indefinite		false		1	0	true	0	true		0	true		false
0002074841-25-000001	Other			No Revenues		06b	false			true	false	true									false		16000		160000	0	160000		true	0	0	0		0			0	true		false
0001070480-25-000002	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0000899037-24-000001	1999-08-18		true					true					false		0		Indefinite	639827415	Indefinite		false		183	0	true	0	true		0	true	Quarterly advisory fees are generally equal to 0.25% of the aggregate capital account balances of the limited partners at the beginning of each calendar quarter. Incentive Allocation may be issued as fully described in Partnership offering documents.	false
0000905148-25-002276	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001676992-24-000002	2019-12-01		true					true					false		100000		Indefinite	110110000	Indefinite	Includes only securities sold to U.S. investors by the Issuer in reliance on Regulation D (e.g., excludes securities sold to non-U.S. investors in reliance on Regulation S).	false		3	0		0			0			false
0001704211-25-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001704211-24-000002	2017-03-24		true					true			true	The minimum amount reflected in Item 11 may be reduced at the sole discretion of the General Partner.	false		500000		Indefinite	20000000	Indefinite		false		11	0		0			0	true	Certain persons named in Item 3 or affiliates thereof may receive payments deemed to be made from the proceeds of the offering, including management and/or performance allocations. The amount of such payments cannot be estimated at this time.	false
0002074897-25-000001	Other			Decline to Disclose		06b	false			true	true	true									false		1		2660000	0	2660000		false		0	0		0			0			false
0002074099-25-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	true	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0001745397-25-000011	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0002026046-24-000001	2024-07-01		true					true					false		1		Indefinite	250000	Indefinite		false		1	0		0			0			false
0002062763-25-000002	Pooled Investment Fund	Hedge Fund	false		$1 - $5,000,000	06b, 3C, 3C.1	true	0002062763-25-000001	2025-06-23		true					true					false		100000		Indefinite	500000	Indefinite		false		1	0		0			0			false
0002075013-25-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false		2025-06-16		false					true					false		100000		10500000	10500000	0		false		48	0		0			0			false
0002032020-25-000001	Other			Decline to Disclose		06b	false			true	true	true									false		10000		Indefinite	0	Indefinite		false		0	0		0		Any commissions are paid from a potential investor directly to such financial intermediaries in amounts that are in the discretion of the financial intermediaries and the Company is not able to estimate the amount of commissions.	0			false
0000905148-25-002275	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0002002661-24-000003	2020-02-14		true					true					false		100000		Indefinite	133276135	Indefinite	Includes only securities sold to U.S. investors by the Issuer in reliance on Regulation D (e.g., excludes securities sold to non-U.S. investors in reliance on Regulation S).	false		5	0		0			0			false
0002074468-25-000001	Other			Decline to Disclose		06b	false			true	false								true	LLC Interests	false		0		2500000	0	2500000		false		0	0		0			0			false
0001213900-25-059609	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0001842180-25-000002	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001842180-24-000001	2021-01-19		true					true					false		0		Indefinite	1121233628	Indefinite		false		170	425000	true	0		The figure above includes estimated amounts expected to be paid to placement agents in the next 12 months based on projected sales and commission rates.	0			false
0002043929-25-000008	Other Real Estate			Decline to Disclose		06b	true	0002043929-25-000005	2024-07-30		false	true				true					false		100000		1000000000	487588109	512411891	Regarding Item 11, the Issuer may accept smaller investments in the Sponsor's sole discretion.	false		292	0	true	0	true		0	true		false
0001231919-25-000093	Other			Decline to Disclose		06b	false		2025-04-22		false	true									false		0		5154061	4627154	526907		false		51	0		0			0			false
0001062993-25-012246	Residential			No Revenues		06b	false		2025-06-09		true	true									false		25000		715000	75000	640000		true	1	2	0		0			8000	true	The use of proceeds is for land acquisition and development for a Texas affordable housing community.	false
0001745397-25-000010	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0002026044-24-000001	2024-10-01		true					true					false		1		Indefinite	1758788	Indefinite		false		2	0		0			0			false
0002074219-25-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0001012975-25-000333	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	true					true					false		0		Indefinite	0	Indefinite		false		0	0	true	0	true	PineBridge may pay certain placement agents retainer payments, plus additional amounts based on management fees paid by limited partners and/or the limited partner interests sold.	0		The Manager or an affiliate of the Manager will receive a fee for management services.	false
0002027387-25-000002	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b	true	0002027387-25-000001	2025-04-13		false		true								false		200000		200000	200000	0	This offering is no longer active.  One $200,000 sale was obtained via a convertible debt note.  No other sales under this offering will be sought or accepted.	false		1	0		0			0			false
0002063504-25-000005	Other Technology			Decline to Disclose		06b	false		2025-06-17		false	true									false		0		3750000	2205000	1545000		false		22	0		0			0	true		false
0000905148-25-002274	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001676992-24-000004	2021-04-01		true					true					false		100000		Indefinite	17740000	Indefinite	Includes only securities sold to U.S. investors by the Issuer in reliance on Regulation D (e.g., excludes securities sold to non-U.S. investors in reliance on Regulation S).	false		5	0		0			0			false
0002074823-25-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b	false		2025-06-13		false	true				true					false		0		185000000	50761000	134239000	The Total Amount Sold stated above includes sales amounts to non-US persons.	false		12	0	true	0	true	No compensation to date.	0			false
0002074735-25-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.5	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0	true	0	true		0	true		false
0001715905-25-000002	Commercial			Decline to Disclose		06b	true	0001715905-24-000001	2018-08-24		true	true									false		50000		20000000	3319166	16680834		true	20	20	0		0			0			false
0002073834-25-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	false		2025-06-06		false					true					false		50000		Indefinite	3034000	Indefinite		false		38	0		0			0			false
0001012975-25-000332	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	true					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0002061689-25-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0	true	The General Partner of the Issuer is entitled to carried interest and a management fee. The carried interest and management fee are fully discussed in the Issuer's confidential offering documents.	false
0001745397-25-000009	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0002026161-24-000001	2024-07-01		true					true					false		1		Indefinite	19510000	Indefinite		false		24	0		0			0			false
0000905148-25-002273	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001676992-24-000003	2021-04-01		true					true					false		100000		Indefinite	37973144	Indefinite	Includes only securities sold to U.S. investors by the Issuer in reliance on Regulation D (e.g., excludes securities sold to non-U.S. investors in reliance on Regulation S).	false		2	0		0			0			false
0001012975-25-000331	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001012975-22-000029	2021-12-01		true					true					false		250000		122800000	122800000	0		false		74	0		0			0			false
0001745397-25-000008	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0002026171-24-000001	2024-07-01		true					true					false		1		Indefinite	62797000	Indefinite		false		34	0		0			0			false
0001786865-25-000002	Other Technology			Decline to Disclose		06b	false		2025-06-13		false	true									false		0		13715482	11215482	2500000		false		20	0		0			0			false
0001012975-25-000330	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	true					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0001940870-25-000002	Other Real Estate			$5,000,001 - $25,000,000		06c, 3C, 3C.5	true	0001940870-22-000001	2022-07-22		true	true				true			true	Pooled senior housing real estate fund	false		50000		25000000	2816400	22183600	Regarding item 11, the Issuer may accept smaller investments at the Sponsor's sole discretion.	false		0	0	true	0	true		500000	true	Management, marketing, promotional, and placement fees are payable to certain of the Related Persons.	false
0001745397-25-000007	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0002025987-24-000001	2024-07-31		true					true					false		1		Indefinite	10840000	Indefinite		false		15	0		0			0			false
0000950142-25-001722	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	true	true				true					false		1		Indefinite	0	Indefinite		false		0	0		0			0		.	false
0002075164-25-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0	true		false
0001013594-25-000792	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001013594-24-000554	2021-01-01		true	true				true					false		0		Indefinite	31744688	Indefinite		false		20	0		0			0		The Issuer's Investment Manager, Equinox Partners Investment Management LLC, receives a management fee calculated pursuant to the Issuer's offering documents.	false
0002043929-25-000007	Other Real Estate			Decline to Disclose		06b	true	0002043929-25-000006	2024-07-30		false	true				true					false		100000		1000000000	487588109	512411891	Regarding Item 11, the Issuer may accept smaller investments in the Sponsor's sole discretion.	false		292	0	true	0	true		0	true		false
0000943663-25-000174	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000943663-24-000093	2024-03-26		true	true				true					false		0		Indefinite	524570000	Indefinite		false		31	0		0			0	true	None of the offering proceeds will be paid directly to any Related Person. The Issuer will pay to the General Partner an annual management fee based on invested capital.	false
0001966570-25-000004	Other Technology			Decline to Disclose		06b	true	0001966570-25-000003	2025-06-11		false	true									false		0		39999963	34999972	4999991		false		3	0		0			12849803			false
0000950142-25-001721	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	true	true				true					false		1		Indefinite	0	Indefinite		false		0	0		0			0		.	false
0001013594-25-000791	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001013594-24-000553	2007-08-01		true	true				true					false		0		Indefinite	182888386	Indefinite		false		97	0		0			0		The Issuer's Investment Manager, Equinox Partners Investment Management LLC, receives a management fee calculated pursuant to the Issuer's offering documents.	false
0001013594-25-000790	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001013594-24-000552	2008-07-01		true	true				true					false		0		Indefinite	165746719	Indefinite		false		27	0		0			0		The Issuer's Investment Manager, Equinox Partners Investment Management LLC, receives a management fee calculated pursuant to the Issuer's offering documents	false
0001013594-25-000789	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001013594-24-000550	1999-01-01		true	true				true					false		0		Indefinite	353556998	Indefinite		false		50	0		0			0		The Issuer's Investment Manager, Equinox Partners Investment Management LLC, receives a management fee calculated pursuant to the Issuer's offering documents.	false
0001745397-25-000006	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0002025962-24-000001	2024-07-31		true					true					false		1		Indefinite	21375000	Indefinite		false		21	0		0			0			false
0001013594-25-000788	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001013594-24-000549	2003-10-01		true	true				true					false		0		Indefinite	843205595	Indefinite		false		131	0		0			0		The Issuer's Investment Manager, Equinox Partners Investment Management LLC, receives a management fee calculated pursuant to the Issuer's offering documents.	false
0001013594-25-000787	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001013594-24-000548	1994-11-01		true	true				true					false		0		Indefinite	1184973862	Indefinite		false		164	0		0			0		The Issuer's Investment Manager, Equinox Partners Investment Management LLC, receives a management fee calculated pursuant to the Issuer's offering documents.	false
0002074724-25-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0002068403-25-000003	Commercial			No Revenues		06b	true	0002068403-25-000002	2025-05-07		false		true								false		10000		4599000	3946500	652500		false		45	229950	true	0			0			false
0002075184-25-000001	Residential			Decline to Disclose		06b	false		2025-05-08		false	true									false		250000		12000000	12000000	0		false		21	0		0			0			false
0001745397-25-000005	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0002025966-24-000001	2024-10-01		true					true					false		1		Indefinite	15445671	Indefinite		false		5	0		0			0			false
0001983461-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	true	0001983463-24-000002	2023-06-18		true	true				true					false		50000		Indefinite	1740000	Indefinite		false		16	0		0			0		Issuer is obligated to pay a management fee to the issuer's general partner or its designee.	false
0001745397-25-000004	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0002025969-24-000001		true	true					true					false		1		Indefinite	0	Indefinite		false		0	0		0			0			false
0001012975-25-000329	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0001012975-25-000328	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0002074721-25-000001	Commercial			Decline to Disclose		06b	false			true	false	true									false		50000		20000000	0	20000000		false		0	0		0			100	true	The Manager is charging no fees in connection with its services to the Company	false
0002075111-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-06-01		false					true					false		0		1760884	1760884	0		false		45	0		0			12500		This amount represents a cost to cover fund organizational and operating expenses	false
0000919574-25-003845	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000919574-25-001896	2023-12-31		true	true				true					false		100000		Indefinite	28000000	Indefinite		false		2	0		0		If applicable, employees of the recipient listed in item 12, are paid an amount equal to a percentage of the management fee paid to the Investment Manager (or its affiliate) attributable to certain assets under management.	0	true	The Investment Manager and its affiliates receive customary management fees.	false
0002074100-25-000001	Other			$5,000,001 - $25,000,000		06c	false			true	false					true	true				false		5000000		7500000	0	7500000		false		0	0		0			50000	true		false
0002068662-25-000001	Commercial			Decline to Disclose		06b	false			true	false	true									false		100000		15000000	0	15000000		false		0	0		0			100	true	An Acquisition Fee of 1% of the purchase price of each Portfolio Asset.	false
0002075105-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-06-16		false					true					false		0		75000	75000	0		false		1	0		0			0		This amount represents a cost to cover fund organizational and operating expenses	false
