ACCESSIONNUMBER	FILE_NUM	FILING_DATE	SIC_CODE	SCHEMAVERSION	SUBMISSIONTYPE	TESTORLIVE	OVER100PERSONSFLAG	OVER100ISSUERFLAG
0000950142-25-003146	021-566271               	09-DEC-2025		X0708	D	LIVE		
0001493152-25-026839	021-566270               	09-DEC-2025		X0708	D	LIVE		
0002087654-25-000006	021-561826               	09-DEC-2025		X0708	D/A	LIVE		
0001904625-25-000008	021-566269               	09-DEC-2025		X0708	D	LIVE		
0001062993-25-017245	021-566268               	09-DEC-2025		X0708	D	LIVE		
0001683168-25-009016	021-566343               	09-DEC-2025	9995	X0708	D	LIVE		
0002099973-25-000001	021-566267               	09-DEC-2025		X0708	D	LIVE		
0002100215-25-000001	021-566266               	09-DEC-2025		X0708	D	LIVE		
0002086414-25-000007	021-566265               	09-DEC-2025		X0708	D	LIVE		
0001231919-25-000586	021-566264               	09-DEC-2025		X0708	D	LIVE		
0002082562-25-000002	021-566263               	09-DEC-2025		X0708	D	LIVE		
0002009271-25-000022	021-505454               	09-DEC-2025		X0708	D/A	LIVE		
0002098064-25-000001	021-566262               	09-DEC-2025		X0708	D	LIVE		
0002099951-25-000001	021-566261               	09-DEC-2025		X0708	D	LIVE		
0002097613-25-000001	021-566260               	09-DEC-2025		X0708	D	LIVE		
0002094198-25-000002	021-563791               	09-DEC-2025		X0708	D/A	LIVE		
0002085499-25-000001	021-566259               	09-DEC-2025		X0708	D	LIVE		
0000945621-25-001182	021-327809               	09-DEC-2025		X0708	D/A	LIVE		
0002099931-25-000001	021-566258               	09-DEC-2025		X0708	D	LIVE		
0001013594-25-001487	021-382680               	09-DEC-2025		X0708	D/A	LIVE		
0000945621-25-001181	021-300342               	09-DEC-2025		X0708	D/A	LIVE		
0002094632-25-000001	021-566257               	09-DEC-2025		X0708	D	LIVE		
0001688873-25-000005	021-566256               	09-DEC-2025		X0708	D	LIVE		
0002100197-25-000001	021-566255               	09-DEC-2025		X0708	D	LIVE		
0002100202-25-000001	021-566254               	09-DEC-2025		X0708	D	LIVE		
0000919574-25-007301	021-566253               	09-DEC-2025		X0708	D	LIVE		
0001876828-25-000003	021-566252               	09-DEC-2025		X0708	D	LIVE		
0002002859-25-000002	021-498964               	09-DEC-2025		X0708	D/A	LIVE		
0002098651-25-000001	021-566251               	09-DEC-2025		X0708	D	LIVE		
0002086710-25-000004	021-558078               	09-DEC-2025		X0708	D/A	LIVE		
0000919574-25-007299	021-566250               	09-DEC-2025		X0708	D	LIVE		
0002099126-25-000002	021-566249               	09-DEC-2025		X0708	D	LIVE		
0001992382-25-000003	021-491540               	09-DEC-2025		X0708	D/A	LIVE		
0002100165-25-000001	021-566248               	09-DEC-2025		X0708	D	LIVE		
0002098615-25-000002	021-566247               	09-DEC-2025		X0708	D	LIVE		
0002074120-25-000002	021-566246               	09-DEC-2025		X0708	D	LIVE		
0002095478-25-000001	021-566245               	09-DEC-2025		X0708	D	LIVE		
0002100007-25-000001	021-566244               	09-DEC-2025		X0708	D	LIVE		
0001437749-25-037240	021-566243               	09-DEC-2025		X0708	D	LIVE		
0001964728-25-000015	021-520715               	09-DEC-2025		X0708	D/A	LIVE		
0002090556-25-000004	021-566242               	09-DEC-2025		X0708	D	LIVE		
0002060814-25-000003	021-566241               	09-DEC-2025		X0708	D	LIVE		
0002099761-25-000001	021-566240               	09-DEC-2025		X0708	D	LIVE		
0002086469-25-000002	021-564840               	09-DEC-2025		X0708	D/A	LIVE		
0002060815-25-000002	021-566239               	09-DEC-2025		X0708	D	LIVE		
0001051302-25-000002	021-566238               	09-DEC-2025		X0708	D	LIVE		
0002039128-25-000027	021-526084               	09-DEC-2025		X0708	D/A	LIVE		
0002099955-25-000001	021-566237               	09-DEC-2025		X0708	D	LIVE		
0001907566-25-000002	021-529295               	09-DEC-2025		X0708	D/A	LIVE		
0002095395-25-000001	021-566236               	09-DEC-2025		X0708	D	LIVE		
0001737590-25-000002	021-312290               	09-DEC-2025		X0708	D/A	LIVE		
0002099919-25-000001	021-566235               	09-DEC-2025		X0708	D	LIVE		
0001923622-25-000003	021-566234               	09-DEC-2025		X0708	D	LIVE		
0002088080-25-000001	021-566233               	09-DEC-2025		X0708	D	LIVE		
0001104659-25-119598	021-241277               	09-DEC-2025		X0708	D/A	LIVE		
0002016489-25-000016	021-535478               	09-DEC-2025		X0708	D/A	LIVE		
0002099456-25-000001	021-566232               	09-DEC-2025		X0708	D	LIVE		
0001104659-25-119596	021-151983               	09-DEC-2025		X0708	D/A	LIVE		
0001096906-25-001997	021-566231               	09-DEC-2025		X0708	D	LIVE		
0001104659-25-119595	021-147852               	09-DEC-2025		X0708	D/A	LIVE		
0002016925-25-000004	021-543895               	09-DEC-2025		X0708	D/A	LIVE		
0001104659-25-119593	021-147851               	09-DEC-2025		X0708	D/A	LIVE		
0002099343-25-000001	021-566230               	09-DEC-2025		X0708	D	LIVE		
0001104659-25-119592	021-147848               	09-DEC-2025		X0708	D/A	LIVE		
0001104659-25-119591	021-147850               	09-DEC-2025		X0708	D/A	LIVE		
0001104659-25-119590	021-191788               	09-DEC-2025		X0708	D/A	LIVE		
0002081111-25-000048	021-501243               	09-DEC-2025		X0708	D/A	LIVE		
0002099258-25-000001	021-566229               	09-DEC-2025		X0708	D	LIVE		
0002081111-25-000047	021-335754               	09-DEC-2025		X0708	D/A	LIVE		
0001891916-25-000002	021-420728               	09-DEC-2025		X0708	D/A	LIVE		
0001012975-25-000884	021-527976               	09-DEC-2025		X0708	D/A	LIVE		
0002026199-25-000008	021-566228               	09-DEC-2025		X0708	D	LIVE		
0001891915-25-000002	021-420727               	09-DEC-2025		X0708	D/A	LIVE		
0001493152-25-026811	021-253130               	09-DEC-2025		X0708	D/A	LIVE		
0002100005-25-000001	021-566227               	09-DEC-2025		X0708	D	LIVE		
0000865432-25-000003	021-566226               	09-DEC-2025	6022	X0708	D	LIVE		
0002094709-25-000001	021-566225               	09-DEC-2025		X0708	D	LIVE		
0002094258-25-000001	021-566224               	09-DEC-2025		X0708	D	LIVE		
0002099732-25-000001	021-566223               	09-DEC-2025		X0708	D	LIVE		
0000905148-25-004275	021-424106               	09-DEC-2025		X0708	D/A	LIVE		
0001619443-25-000003	021-229204               	09-DEC-2025		X0708	D/A	LIVE		
0000905148-25-004272	021-181575               	09-DEC-2025		X0708	D/A	LIVE		
0001315168-25-000002	021-566222               	09-DEC-2025		X0708	D	LIVE		
0001709409-25-000023	021-566221               	09-DEC-2025		X0708	D	LIVE		
0002100079-25-000001	021-566220               	09-DEC-2025		X0708	D	LIVE		
0002099114-25-000001	021-566219               	09-DEC-2025		X0708	D	LIVE		
0002026410-25-000003	021-532387               	09-DEC-2025		X0708	D/A	LIVE		
0001830410-25-000002	021-384067               	09-DEC-2025		X0708	D/A	LIVE		
0002090570-25-000003	021-566218               	09-DEC-2025		X0708	D	LIVE		
0002100000-25-000001	021-566217               	09-DEC-2025		X0708	D	LIVE		
0002100139-25-000001	021-566216               	09-DEC-2025		X0708	D	LIVE		
0002048102-25-000002	021-531802               	09-DEC-2025		X0708	D/A	LIVE		
0002060755-25-000062	021-565400               	09-DEC-2025	2834	X0708	D/A	LIVE		
0002023640-25-000004	021-532359               	09-DEC-2025		X0708	D/A	LIVE		
0002035888-25-000002	021-531801               	09-DEC-2025		X0708	D/A	LIVE		
0002096771-25-000001	021-566215               	09-DEC-2025		X0708	D	LIVE		
0002096647-25-000001	021-566214               	09-DEC-2025		X0708	D	LIVE		
0001861387-25-000002	021-566213               	09-DEC-2025		X0708	D	LIVE		
0001062993-25-017242	021-566212               	09-DEC-2025		X0708	D	LIVE		
0002098419-25-000001	021-566211               	09-DEC-2025		X0708	D	LIVE		
0001995178-25-000002	021-566210               	09-DEC-2025		X0708	D	LIVE		
0002098417-25-000001	021-566209               	09-DEC-2025		X0708	D	LIVE		
0002100087-25-000001	021-566208               	09-DEC-2025		X0708	D	LIVE		
0002089152-25-000003	021-565615               	09-DEC-2025		X0708	D/A	LIVE		
0001315863-25-000836	021-500779               	09-DEC-2025		X0708	D/A	LIVE		
0001062993-25-017241	021-566207               	09-DEC-2025		X0708	D	LIVE		
0001826515-25-000003	021-566206               	09-DEC-2025		X0708	D	LIVE		
0002098612-25-000001	021-566205               	09-DEC-2025		X0708	D	LIVE		
0002100004-25-000001	021-566204               	09-DEC-2025		X0708	D	LIVE		
0001612369-25-000005	021-566203               	09-DEC-2025		X0708	D	LIVE		
0002041708-25-000002	021-566202               	09-DEC-2025		X0708	D	LIVE		
0002099595-25-000001	021-566201               	09-DEC-2025		X0708	D	LIVE		
0002096164-25-000003	021-566200               	09-DEC-2025		X0708	D	LIVE		
0001761631-25-000002	021-327885               	09-DEC-2025		X0708	D/A	LIVE		
0001809302-25-000002	021-566199               	09-DEC-2025		X0708	D	LIVE		
0002099824-25-000001	021-566198               	09-DEC-2025		X0708	D	LIVE		
0002045868-25-000005	021-540697               	09-DEC-2025		X0708	D/A	LIVE		
0001835850-25-000002	021-383044               	09-DEC-2025		X0708	D/A	LIVE		
0002081514-25-000002	021-554639               	09-DEC-2025		X0708	D/A	LIVE		
0001761285-25-000002	021-327566               	09-DEC-2025		X0708	D/A	LIVE		
0001843004-25-000004	021-387727               	09-DEC-2025		X0708	D/A	LIVE		
0001724460-25-000002	021-301335               	09-DEC-2025		X0708	D/A	LIVE		
0002098244-25-000002	021-566197               	09-DEC-2025		X0708	D	LIVE		
0002099650-25-000001	021-566196               	09-DEC-2025		X0708	D	LIVE		
0001959569-25-000002	021-469251               	09-DEC-2025		X0708	D/A	LIVE		
0002099899-25-000001	021-566195               	09-DEC-2025		X0708	D	LIVE		
0002099740-25-000001	021-566194               	09-DEC-2025		X0708	D	LIVE		
0002099579-25-000001	021-566193               	09-DEC-2025		X0708	D	LIVE		
0000902664-25-005232	021-327568               	09-DEC-2025		X0708	D/A	LIVE		
0000902664-25-005231	021-424438               	09-DEC-2025		X0708	D/A	LIVE		
0000902664-25-005230	021-382945               	09-DEC-2025		X0708	D/A	LIVE		
0002095220-25-000001	021-566192               	09-DEC-2025		X0708	D	LIVE		
0002099795-25-000001	021-566191               	09-DEC-2025		X0708	D	LIVE		
0002100072-25-000001	021-566190               	09-DEC-2025		X0708	D	LIVE		
0002099341-25-000001	021-566189               	09-DEC-2025		X0708	D	LIVE		
0002094532-25-000001	021-566188               	09-DEC-2025		X0708	D	LIVE		
0002099677-25-000001	021-566187               	09-DEC-2025		X0708	D	LIVE		
0001591269-25-000003	021-205906               	09-DEC-2025		X0708	D/A	LIVE		
0001557645-25-000006	021-183767               	09-DEC-2025		X0708	D/A	LIVE		
0002093545-25-000001	021-566176               	09-DEC-2025		X0708	D	LIVE		
0002098418-25-000003	021-565165               	09-DEC-2025		X0708	D/A	LIVE		
0002099555-25-000001	021-566180               	09-DEC-2025		X0708	D	LIVE		
0002088076-25-000002	021-566182               	09-DEC-2025		X0708	D	LIVE		
0002088076-25-000003	021-566183               	09-DEC-2025		X0708	D	LIVE		
0002099979-25-000001	021-566169               	09-DEC-2025		X0708	D	LIVE		
0002053154-25-000003	021-566154               	09-DEC-2025		X0708	D	LIVE		
0002099385-25-000001	021-566175               	09-DEC-2025		X0708	D	LIVE		
0000911916-25-000104	021-526505               	09-DEC-2025		X0708	D/A	LIVE		
0001874956-25-000002	021-424040               	09-DEC-2025		X0708	D/A	LIVE		
0002100054-25-000001	021-566174               	09-DEC-2025		X0708	D	LIVE		
0002086875-25-000001	021-566178               	09-DEC-2025		X0708	D	LIVE		
0002088204-25-000001	021-566173               	09-DEC-2025		X0708	D	LIVE		
0002095847-25-000001	021-566172               	09-DEC-2025		X0708	D	LIVE		
0002099475-25-000001	021-566171               	09-DEC-2025		X0708	D	LIVE		
0002096020-25-000001	021-566165               	09-DEC-2025		X0708	D	LIVE		
0002099305-25-000002	021-566179               	09-DEC-2025		X0708	D	LIVE		
0002099145-25-000001	021-566163               	09-DEC-2025		X0708	D	LIVE		
0002099933-25-000001	021-566164               	09-DEC-2025		X0708	D	LIVE		
0002089868-25-000003	021-566153               	09-DEC-2025		X0708	D	LIVE		
0001999401-25-000002	021-500209               	09-DEC-2025		X0708	D/A	LIVE		
0002088076-25-000001	021-566181               	09-DEC-2025		X0708	D	LIVE		
0002098886-25-000001	021-566184               	09-DEC-2025		X0708	D	LIVE		
0002091057-25-000003	021-560487               	09-DEC-2025		X0708	D/A	LIVE		
0002099043-25-000001	021-566166               	09-DEC-2025		X0708	D	LIVE		
0002099447-25-000002	021-566186               	09-DEC-2025		X0708	D	LIVE		
0002038531-25-000002	021-525277               	09-DEC-2025		X0708	D/A	LIVE		
0002097593-25-000001	021-566152               	09-DEC-2025		X0708	D	LIVE		
0001988592-25-000002	021-500183               	09-DEC-2025		X0708	D/A	LIVE		
0000905148-25-004262	021-566160               	09-DEC-2025		X0708	D	LIVE		
0000908834-25-000371	021-566168               	09-DEC-2025		X0708	D	LIVE		
0002098087-25-000001	021-566170               	09-DEC-2025		X0708	D	LIVE		
0002001308-25-000003	021-498909               	09-DEC-2025		X0708	D/A	LIVE		
0001437749-25-037183	021-566157               	09-DEC-2025		X0708	D	LIVE		
0001231919-25-000584	021-566161               	09-DEC-2025		X0708	D	LIVE		
0002045439-25-000002	021-530541               	09-DEC-2025		X0708	D/A	LIVE		
0002001335-25-000002	021-498915               	09-DEC-2025		X0708	D/A	LIVE		
0002098102-25-000001	021-566159               	09-DEC-2025		X0708	D	LIVE		
0000908834-25-000370	021-566167               	09-DEC-2025		X0708	D	LIVE		
0002099945-25-000001	021-566155               	09-DEC-2025		X0708	D	LIVE		
0001999364-25-000002	021-500208               	09-DEC-2025		X0708	D/A	LIVE		
0002055141-25-000003	021-566158               	09-DEC-2025		X0708	D	LIVE		
0002091030-25-000002	021-560485               	09-DEC-2025		X0708	D/A	LIVE		
0002100055-25-000001	021-566156               	09-DEC-2025		X0708	D	LIVE		
0002086911-25-000002	021-562346               	09-DEC-2025		X0708	D/A	LIVE		
0002091318-25-000001	021-566177               	09-DEC-2025		X0708	D	LIVE		
0002099719-25-000001	021-566185               	09-DEC-2025		X0708	D	LIVE		
0001975014-25-000004	021-535289               	09-DEC-2025		X0708	D/A	LIVE		
0002098992-25-000001	021-566162               	09-DEC-2025		X0708	D	LIVE		
0002001314-25-000002	021-498914               	08-DEC-2025		X0708	D/A	LIVE		
0002099978-25-000001	021-566151               	08-DEC-2025		X0708	D	LIVE		
0002001310-25-000002	021-498905               	08-DEC-2025		X0708	D/A	LIVE		
0002001308-25-000002	021-498909               	08-DEC-2025		X0708	D/A	LIVE		
0002097755-25-000001	021-566150               	08-DEC-2025		X0708	D	LIVE		
0002099091-25-000001	021-566149               	08-DEC-2025		X0708	D	LIVE		
0002100034-25-000001	021-566148               	08-DEC-2025		X0708	D	LIVE		
0001660872-25-000002	021-499630               	08-DEC-2025		X0708	D/A	LIVE		
0002099266-25-000001	021-566147               	08-DEC-2025		X0708	D	LIVE		
0002099167-25-000001	021-566146               	08-DEC-2025		X0708	D	LIVE		
0002099728-25-000001	021-566145               	08-DEC-2025		X0708	D	LIVE		
0001231919-25-000582	021-566144               	08-DEC-2025		X0708	D	LIVE		
0002097901-25-000001	021-566143               	08-DEC-2025		X0708	D	LIVE		
0002089611-25-000003	021-566142               	08-DEC-2025		X0708	D	LIVE		
0002099168-25-000001	021-566141               	08-DEC-2025		X0708	D	LIVE		
0002097635-25-000001	021-566140               	08-DEC-2025		X0708	D	LIVE		
0002100053-25-000001	021-566139               	08-DEC-2025		X0708	D	LIVE		
0002097771-25-000001	021-566138               	08-DEC-2025		X0708	D	LIVE		
0002100062-25-000001	021-566137               	08-DEC-2025		X0708	D	LIVE		
0001012975-25-000883	021-566136               	08-DEC-2025		X0708	D	LIVE		
0002097634-25-000002	021-566135               	08-DEC-2025		X0708	D	LIVE		
0001683168-25-008986	021-566134               	08-DEC-2025	1000	X0708	D	LIVE		
0000905148-25-004260	021-566133               	08-DEC-2025		X0708	D	LIVE		
0002072440-25-000001	021-566132               	08-DEC-2025		X0708	D	LIVE		
0002097847-25-000001	021-566131               	08-DEC-2025		X0708	D	LIVE		
0002085211-25-000002	021-566130               	08-DEC-2025		X0708	D	LIVE		
0002098662-25-000001	021-566129               	08-DEC-2025		X0708	D	LIVE		
0002048354-25-000002	021-532186               	08-DEC-2025		X0708	D/A	LIVE		
0002099977-25-000001	021-566128               	08-DEC-2025		X0708	D	LIVE		
0002084498-25-000001	021-566127               	08-DEC-2025		X0708	D	LIVE		
0001014108-25-000082	021-523360               	08-DEC-2025		X0708	D/A	LIVE		
0002099759-25-000001	021-566126               	08-DEC-2025		X0708	D	LIVE		
0001012975-25-000882	021-566125               	08-DEC-2025		X0708	D	LIVE		
0000905148-25-004259	021-350901               	08-DEC-2025		X0708	D/A	LIVE		
0001315863-25-000835	021-566124               	08-DEC-2025		X0708	D	LIVE		
0002084499-25-000001	021-566123               	08-DEC-2025		X0708	D	LIVE		
0002099975-25-000001	021-566122               	08-DEC-2025		X0708	D	LIVE		
0002020406-25-000003	021-512586               	08-DEC-2025		X0708	D/A	LIVE		
0000929638-25-004525	021-566121               	08-DEC-2025		X0708	D	LIVE		
0002098393-25-000003	021-565340               	08-DEC-2025		X0708	D/A	LIVE		
0002099905-25-000001	021-566120               	08-DEC-2025		X0708	D	LIVE		
0002097962-25-000001	021-566119               	08-DEC-2025		X0708	D	LIVE		
0001437749-25-037151	021-566118               	08-DEC-2025	7370	X0708	D	LIVE		
0001437749-25-037149	021-566117               	08-DEC-2025	7370	X0708	D	LIVE		
0002046733-25-000002	021-566116               	08-DEC-2025		X0708	D	LIVE		
0002020981-25-000003	021-512580               	08-DEC-2025		X0708	D/A	LIVE		
0002047618-25-000002	021-531522               	08-DEC-2025		X0708	D/A	LIVE		
0002062357-25-000130	021-566115               	08-DEC-2025		X0708	D	LIVE		
0002094305-25-000002	021-563189               	08-DEC-2025		X0708	D/A	LIVE		
0002098458-25-000001	021-566114               	08-DEC-2025		X0708	D	LIVE		
0002090125-25-000001	021-566113               	08-DEC-2025		X0708	D	LIVE		
0001012975-25-000881	021-71129                	08-DEC-2025		X0708	D/A	LIVE		
0001660366-25-000003	021-252874               	08-DEC-2025		X0708	D/A	LIVE		
0000929638-25-004519	021-566112               	08-DEC-2025		X0708	D	LIVE		
0002094092-25-000001	021-566111               	08-DEC-2025		X0708	D	LIVE		
0001231919-25-000581	021-566110               	08-DEC-2025		X0708	D	LIVE		
0002095778-25-000001	021-566109               	08-DEC-2025		X0708	D	LIVE		
0001728054-25-000004	021-566108               	08-DEC-2025		X0708	D	LIVE		
0001012975-25-000880	021-173248               	08-DEC-2025		X0708	D/A	LIVE		
0001996213-25-000002	021-495545               	08-DEC-2025		X0708	D/A	LIVE		
0002049439-25-000003	021-566107               	08-DEC-2025		X0708	D	LIVE		
0002099497-25-000001	021-566106               	08-DEC-2025		X0708	D	LIVE		
0002059898-25-000003	021-542224               	08-DEC-2025		X0708	D/A	LIVE		
0001376474-25-000967	021-566105               	08-DEC-2025		X0708	D	LIVE		
0001012975-25-000879	021-173238               	08-DEC-2025		X0708	D/A	LIVE		
0001893262-25-000006	021-499243               	08-DEC-2025	6798	X0708	D/A	LIVE		
0002076554-25-000001	021-566104               	08-DEC-2025		X0708	D	LIVE		
0000908834-25-000369	021-566103               	08-DEC-2025		X0708	D	LIVE		
0000908834-25-000368	021-566102               	08-DEC-2025		X0708	D	LIVE		
0002099291-25-000001	021-566101               	08-DEC-2025		X0708	D	LIVE		
0000908834-25-000367	021-566100               	08-DEC-2025		X0708	D	LIVE		
0001012975-25-000878	021-566099               	08-DEC-2025		X0708	D	LIVE		
0001717621-25-000004	021-531531               	08-DEC-2025		X0708	D/A	LIVE		
0000908834-25-000366	021-566098               	08-DEC-2025		X0708	D	LIVE		
0001012975-25-000877	021-173249               	08-DEC-2025		X0708	D/A	LIVE		
0002099101-25-000001	021-566097               	08-DEC-2025		X0708	D	LIVE		
0002099147-25-000001	021-566096               	08-DEC-2025		X0708	D	LIVE		
0002097436-25-000001	021-566095               	08-DEC-2025		X0708	D	LIVE		
0002099319-25-000001	021-566094               	08-DEC-2025		X0708	D	LIVE		
0000935836-25-000718	021-531827               	08-DEC-2025		X0708	D/A	LIVE		
0002099833-25-000001	021-566093               	08-DEC-2025		X0708	D	LIVE		
0002099837-25-000001	021-566092               	08-DEC-2025		X0708	D	LIVE		
0002099787-25-000001	021-566091               	08-DEC-2025		X0708	D	LIVE		
0002099788-25-000001	021-566090               	08-DEC-2025		X0708	D	LIVE		
0001745648-25-000005	021-558476               	08-DEC-2025	2834	X0708	D/A	LIVE		
0002099131-25-000001	021-566089               	08-DEC-2025		X0708	D	LIVE		
0001754334-25-000005	021-560026               	08-DEC-2025		X0708	D/A	LIVE		
0001946090-25-000002	021-566088               	08-DEC-2025		X0708	D	LIVE		
0002099162-25-000001	021-566087               	08-DEC-2025		X0708	D	LIVE		
0002099789-25-000001	021-566086               	08-DEC-2025		X0708	D	LIVE		
0002099790-25-000001	021-566085               	08-DEC-2025		X0708	D	LIVE		
0002099161-25-000001	021-566084               	08-DEC-2025		X0708	D	LIVE		
0002071728-25-000004	021-548240               	08-DEC-2025		X0708	D/A	LIVE		
0002099635-25-000001	021-566083               	08-DEC-2025		X0708	D	LIVE		
0001754334-25-000004	021-560026               	08-DEC-2025		X0708	D/A	LIVE		
0002099792-25-000001	021-566082               	08-DEC-2025		X0708	D	LIVE		
0002099791-25-000001	021-566081               	08-DEC-2025		X0708	D	LIVE		
0002099793-25-000001	021-566080               	08-DEC-2025		X0708	D	LIVE		
0002099794-25-000001	021-566079               	08-DEC-2025		X0708	D	LIVE		
0002081965-25-000001	021-566078               	08-DEC-2025		X0708	D	LIVE		
0002092500-25-000001	021-566077               	08-DEC-2025		X0708	D	LIVE		
0001819029-25-000002	021-566076               	08-DEC-2025		X0708	D	LIVE		
0002099568-25-000001	021-566075               	08-DEC-2025		X0708	D	LIVE		
0001934572-25-000003	021-566074               	08-DEC-2025		X0708	D	LIVE		
0002099569-25-000001	021-566073               	08-DEC-2025		X0708	D	LIVE		
0002089739-25-000003	021-566072               	08-DEC-2025		X0708	D	LIVE		
0002099570-25-000001	021-566071               	08-DEC-2025		X0708	D	LIVE		
0002099571-25-000001	021-566070               	08-DEC-2025		X0708	D	LIVE		
0001214659-25-017710	021-566069               	08-DEC-2025		X0708	D	LIVE		
0002099572-25-000001	021-566068               	08-DEC-2025		X0708	D	LIVE		
0002099573-25-000001	021-566067               	08-DEC-2025		X0708	D	LIVE		
0002089587-25-000002	021-559471               	08-DEC-2025		X0708	D/A	LIVE		
0002099574-25-000001	021-566066               	08-DEC-2025		X0708	D	LIVE		
0002089564-25-000002	021-559434               	08-DEC-2025		X0708	D/A	LIVE		
0001456793-25-000003	021-423961               	08-DEC-2025		X0708	D/A	LIVE		
0002085442-25-000002	021-557128               	08-DEC-2025		X0708	D/A	LIVE		
0001881567-25-000010	021-566065               	08-DEC-2025	6211	X0708	D	LIVE		
0002091410-25-000005	021-560580               	08-DEC-2025		X0708	D/A	LIVE		
0002099575-25-000001	021-566064               	08-DEC-2025		X0708	D	LIVE		
0002099576-25-000001	021-566063               	08-DEC-2025		X0708	D	LIVE		
0002099877-25-000001	021-566062               	08-DEC-2025		X0708	D	LIVE		
0001957256-25-000006	021-564908               	08-DEC-2025		X0708	D/A	LIVE		
0001593108-25-000002	021-467413               	08-DEC-2025		X0708	D/A	LIVE		
0002076173-25-000001	021-566061               	08-DEC-2025		X0708	D	LIVE		
0002099577-25-000001	021-566060               	08-DEC-2025		X0708	D	LIVE		
0001724642-25-000002	021-300330               	08-DEC-2025		X0708	D/A	LIVE		
0002099090-25-000001	021-566059               	08-DEC-2025		X0708	D	LIVE		
0001538999-25-000002	021-467412               	08-DEC-2025		X0708	D/A	LIVE		
0002091197-25-000001	021-566058               	08-DEC-2025		X0708	D	LIVE		
0001538998-25-000002	021-467411               	08-DEC-2025		X0708	D/A	LIVE		
0002091410-25-000004	021-566057               	08-DEC-2025		X0708	D	LIVE		
0001539003-25-000002	021-467408               	08-DEC-2025		X0708	D/A	LIVE		
0001539002-25-000002	021-467407               	08-DEC-2025		X0708	D/A	LIVE		
0001465818-25-000014	021-566056               	08-DEC-2025		X0708	D	LIVE		
0002099915-25-000001	021-566055               	08-DEC-2025		X0708	D	LIVE		
0001465818-25-000013	021-566054               	08-DEC-2025		X0708	D	LIVE		
0002057818-25-000019	021-544158               	08-DEC-2025		X0708	D/A	LIVE		
0001566114-25-000097	021-383245               	08-DEC-2025		X0708	D/A	LIVE		
0002095819-25-000002	021-566053               	08-DEC-2025		X0708	D	LIVE		
0001539005-25-000002	021-467402               	08-DEC-2025		X0708	D/A	LIVE		
0001566114-25-000096	021-383244               	08-DEC-2025		X0708	D/A	LIVE		
0000908834-25-000365	021-566052               	08-DEC-2025		X0708	D	LIVE		
0002055693-25-000032	021-542948               	08-DEC-2025		X0708	D/A	LIVE		
0002095819-25-000001	021-566051               	08-DEC-2025		X0708	D	LIVE		
0001539006-25-000002	021-175750               	08-DEC-2025		X0708	D/A	LIVE		
0001104659-25-119197	021-566050               	08-DEC-2025		X0708	D	LIVE		
0001012975-25-000876	021-566049               	08-DEC-2025		X0708	D	LIVE		
0002057818-25-000018	021-544158               	08-DEC-2025		X0708	D/A	LIVE		
0002047109-25-000003	021-531637               	08-DEC-2025		X0708	D/A	LIVE		
0002057777-25-000027	021-542946               	08-DEC-2025		X0708	D/A	LIVE		
0002099864-25-000001	021-566048               	08-DEC-2025		X0708	D	LIVE		
0001761122-25-000003	021-327479               	08-DEC-2025		X0708	D/A	LIVE		
0002013392-25-000011	021-506098               	08-DEC-2025		X0708	D/A	LIVE		
0001538997-25-000002	021-467389               	08-DEC-2025		X0708	D/A	LIVE		
0001012975-25-000874	021-531541               	08-DEC-2025		X0708	D/A	LIVE		
0002057818-25-000017	021-544158               	08-DEC-2025		X0708	D/A	LIVE		
0001899607-25-000002	021-425207               	08-DEC-2025		X0708	D/A	LIVE		
0002091379-25-000001	021-566047               	08-DEC-2025		X0708	D	LIVE		
0002079102-25-000002	021-566046               	08-DEC-2025		X0708	D	LIVE		
0001899614-25-000002	021-425213               	08-DEC-2025		X0708	D/A	LIVE		
0001964869-25-000002	021-473075               	08-DEC-2025		X0708	D/A	LIVE		
0001986264-25-000003	021-531403               	08-DEC-2025		X0708	D/A	LIVE		
0001759826-25-000002	021-327977               	08-DEC-2025		X0708	D/A	LIVE		
0001649083-25-000002	021-244572               	08-DEC-2025		X0708	D/A	LIVE		
0002098208-25-000001	021-566045               	08-DEC-2025		X0708	D	LIVE		
0000892712-25-000165	021-566044               	08-DEC-2025		X0708	D	LIVE		
0002098625-25-000001	021-566043               	08-DEC-2025		X0708	D	LIVE		
0001741954-25-000002	021-313701               	08-DEC-2025		X0708	D/A	LIVE		
0002099835-25-000001	021-566042               	08-DEC-2025		X0708	D	LIVE		
0002098206-25-000001	021-566041               	08-DEC-2025		X0708	D	LIVE		
0001968146-25-000002	021-475014               	08-DEC-2025		X0708	D/A	LIVE		
0002084600-25-000001	021-566040               	08-DEC-2025		X0708	D	LIVE		
0001799522-25-000002	021-358085               	08-DEC-2025		X0708	D/A	LIVE		
0002048228-25-000003	021-531712               	08-DEC-2025		X0708	D/A	LIVE		
0002079522-25-000003	021-563780               	08-DEC-2025		X0708	D/A	LIVE		
0001786844-25-000004	021-348144               	08-DEC-2025		X0708	D/A	LIVE		
0002090527-25-000001	021-566039               	08-DEC-2025		X0708	D	LIVE		
0001818236-25-000002	021-371063               	08-DEC-2025		X0708	D/A	LIVE		
0001193125-25-310760	021-566038               	08-DEC-2025	7372	X0708	D	LIVE		
